donation,gender,age,edu,spouse,housing,nfamily,inc
60000,1,66,3,2,33,62,630
780000,2,31,5,1,33,62,630
120000,2,56,3,2,33,61,630
30000,1,33,2,2,34,64,650
120000,1,35,4,2,31,64,650
360000,1,40,4,2,31,64,640
2000,1,20,4,1,34,61,610
360000,2,38,5,2,31,62,650
200000,1,44,7,2,31,64,678
200000,1,41,5,2,31,62,660
400000,1,46,5,2,31,62,678
400000,2,45,5,2,31,62,678
100000,1,60,5,2,31,63,678
240000,2,56,3,2,31,63,660
120000,1,60,3,2,31,62,640
120000,2,57,3,2,31,62,640
20000,1,62,4,2,31,62,630
20000,2,64,3,2,31,62,630
30000,2,54,3,2,31,62,630
360000,1,41,4,2,31,63,620
360000,2,35,4,2,31,63,620
20000,2,62,3,2,31,62,640
120000,2,13,2,1,31,64,640
10000,2,36,4,2,31,64,650
100000,1,38,5,2,31,64,678
30000,1,43,4,2,31,63,678
240000,1,56,3,2,31,63,650
120000,2,51,3,2,31,63,660
10001,2,16,3,1,31,64,640
1000000,2,56,5,1,31,61,650
360000,1,57,6,2,31,64,660
100000,1,37,5,1,31,62,630
90000,2,25,5,1,31,64,660
10000,2,47,6,2,31,63,678
360000,2,41,5,2,31,64,678
360000,1,56,5,2,31,62,678
360000,2,51,5,2,31,62,678
50000,1,68,3,2,31,62,650
50000,2,61,3,2,31,62,650
20000,2,39,4,2,31,64,660
10000,2,27,5,1,31,64,660
10000,2,44,6,2,31,63,630
50000,2,47,3,2,31,63,640
10000,1,17,3,1,31,64,678
15000,1,15,2,1,31,63,610
120000,2,45,3,2,31,64,640
120000,2,46,3,4,33,61,630
20000,2,48,3,2,31,61,630
10000,1,66,3,2,31,62,620
10000,2,68,3,2,31,62,620
240000,2,27,5,2,32,62,678
100000,2,47,4,2,31,64,660
120000,2,21,3,1,31,64,630
360000,2,56,4,2,31,63,650
360000,2,21,4,1,33,61,620
100000,1,67,3,2,31,63,660
360000,1,26,5,1,32,61,630
120000,2,50,5,2,32,64,660
720000,1,37,5,1,32,61,640
50000,2,34,3,2,33,64,660
50000,1,25,4,2,31,62,678
360000,2,48,3,4,33,61,620
240000,2,35,4,4,31,64,630
240000,2,49,4,2,32,63,650
600000,1,85,3,2,32,62,620
600000,2,83,3,2,32,62,620
160000,2,36,5,2,31,64,678
300003,1,40,6,2,31,63,678
300000,2,34,5,2,31,62,678
10000,1,50,5,2,31,64,678
120000,2,56,4,2,31,63,678
300000,1,51,6,2,31,61,650
120000,1,59,5,2,31,63,640
120000,2,29,5,1,31,63,640
120000,1,37,3,2,31,64,640
120000,1,58,5,2,31,62,650
360000,2,63,3,2,35,63,620
60000,1,26,5,1,35,63,620
100000,2,56,3,5,31,62,610
30000,2,74,1,5,31,61,610
10000,1,44,3,2,31,64,660
50000,2,42,5,2,31,64,660
30000,1,81,1,2,31,62,610
360000,1,60,5,2,31,62,640
50000,2,38,4,2,34,64,650
800000,1,73,5,5,31,61,630
200000,2,53,4,2,31,62,640
60000,2,59,3,2,31,62,620
240000,1,45,3,1,33,61,630
96000,1,72,3,2,31,62,620
300000,1,65,3,2,31,64,630
100000,2,55,5,2,31,62,678
200000,1,50,6,2,33,62,660
360000,2,50,5,2,33,62,660
10000,2,55,2,5,33,62,630
120000,1,14,2,1,33,62,620
120000,1,42,4,2,33,61,660
360000,2,65,3,2,33,61,610
600000,2,67,4,2,31,62,650
50000,2,58,3,2,32,61,640
270000,1,63,3,2,31,62,640
100000,2,59,3,2,31,62,640
36000,1,64,3,2,31,62,630
600000,2,48,5,2,31,64,650
360000,1,55,5,2,31,63,650
240000,2,47,4,2,31,63,650
120000,2,37,4,2,35,64,640
120000,2,56,1,5,35,63,610
400000,1,45,4,2,31,64,650
100000,2,43,5,2,31,64,650
200000,2,26,5,1,31,64,640
120000,2,70,3,2,31,62,630
200000,1,33,6,1,32,61,640
50000,1,30,4,4,32,62,630
100000,2,18,5,1,31,64,660
100000,2,47,4,2,31,64,678
300000,2,21,5,1,31,64,678
100000,1,49,3,2,31,64,620
200000,1,79,2,2,31,61,610
100000,1,69,1,2,31,62,620
50000,1,77,1,2,31,62,620
10000,1,47,3,2,31,64,630
500000,1,30,5,2,31,64,640
120000,2,58,2,2,31,62,610
120000,1,51,3,2,32,62,620
120000,2,52,3,2,32,62,620
50000,2,53,3,2,31,62,640
100000,1,67,2,2,31,62,630
600000,2,53,5,2,31,62,630
240000,2,47,3,2,31,61,678
360000,2,58,3,2,31,62,660
100000,1,59,3,2,31,62,640
200000,1,65,5,2,31,62,620
240000,2,39,3,2,33,62,630
240000,2,29,3,1,33,61,620
240000,1,27,5,1,33,61,630
3600000,1,41,4,2,31,64,640
3600000,2,41,3,2,31,64,640
30000,1,42,5,3,33,61,660
120000,2,34,6,2,31,63,678
10000,1,42,3,2,31,63,640
35000,1,14,2,1,31,63,640
720000,1,41,6,2,31,64,678
720000,2,37,6,2,31,64,678
10000,2,35,4,2,31,62,630
20000,1,48,4,2,31,64,660
36000,1,14,2,1,31,64,660
13000,2,44,6,2,31,64,660
2720000,2,40,3,2,31,64,660
100000,2,56,3,2,33,61,620
120000,2,58,5,1,31,62,610
50000,1,46,6,2,32,61,650
300000,1,34,3,2,31,62,678
10000,2,84,0,5,31,61,610
240000,2,42,4,4,33,62,630
40000,1,20,4,1,33,62,620
36000,2,35,4,2,31,64,640
10000,2,22,4,1,31,63,640
140000,2,72,2,4,31,61,610
300000,1,50,5,2,31,64,640
100000,2,40,4,2,31,64,640
200000,1,50,3,2,31,62,640
240000,1,50,5,2,31,62,660
320000,2,39,4,2,31,64,650
50000,1,58,6,2,31,63,678
360000,1,17,3,1,31,63,678
10000,2,52,3,2,31,63,640
100000,1,53,5,2,31,62,678
360000,1,41,5,2,31,64,650
120000,2,41,5,2,31,64,650
360000,1,30,6,1,31,63,640
40000,1,58,1,2,31,63,640
240000,2,57,5,2,31,63,640
600000,1,51,7,4,32,61,678
410000,2,46,5,2,31,64,678
400000,1,57,3,2,31,63,650
240000,2,50,5,2,32,62,650
120000,2,53,3,2,31,61,630
120000,2,38,5,3,31,62,630
680000,2,50,3,2,31,62,640
360000,2,23,5,1,33,62,620
240000,1,37,4,2,32,64,650
120000,2,36,4,2,32,64,650
150000,1,50,5,2,31,64,650
100000,1,78,2,2,31,62,630
360000,1,51,4,2,31,61,640
240000,1,53,3,4,33,61,620
100000,2,40,5,1,31,63,610
40000,2,58,3,2,31,63,650
600000,2,40,5,4,35,64,620
100000,2,29,3,1,31,61,620
360000,1,35,3,1,33,64,640
100000,1,56,7,2,31,62,678
30000,2,53,5,2,31,62,678
120000,1,40,4,2,31,64,650
120000,2,40,4,2,31,64,650
60000,2,13,2,1,31,64,650
300000,2,52,5,2,31,64,678
240000,1,48,3,2,31,64,630
10000,2,73,2,5,31,62,620
120000,2,57,6,2,31,63,678
240000,1,54,3,2,31,63,660
3360000,1,57,4,2,31,63,660
240000,2,61,5,2,31,61,640
1080000,2,51,6,2,31,63,640
70000,2,25,5,1,31,63,640
5000,2,36,5,2,31,63,640
600000,1,65,3,2,31,63,630
30000,2,53,3,2,31,63,660
580000,2,34,5,2,32,63,630
100000,2,36,5,2,31,64,678
360000,2,45,5,2,31,64,660
360000,1,17,3,1,31,64,660
360000,1,14,2,1,31,64,660
360000,1,55,3,2,31,63,640
120000,1,37,5,2,33,64,640
240000,2,39,4,2,33,64,640
240000,2,44,4,2,31,62,650
5000,2,37,5,2,31,62,660
120000,1,41,5,2,31,64,650
130000,2,41,4,2,31,64,650
360000,2,39,6,2,31,64,650
120000,1,37,5,2,31,64,678
10000,2,37,5,2,31,64,678
40000,1,69,2,2,31,62,620
10000,1,64,4,2,31,62,640
100000,1,53,5,1,35,61,620
10000,2,84,0,5,31,61,610
120000,2,63,2,1,31,61,630
360000,1,47,4,2,31,63,650
1360000,1,41,4,2,31,64,678
120000,2,42,3,2,31,64,678
360000,2,36,4,1,33,61,610
100000,1,39,3,1,33,61,630
360000,1,26,3,1,33,61,630
360000,2,23,5,1,33,61,630
60000,1,22,4,1,31,63,678
180000,1,42,3,2,31,64,640
10000,1,49,4,2,31,64,660
100000,1,27,4,1,31,64,660
10000,1,47,5,2,31,64,650
360000,2,43,6,2,31,64,650
120000,1,50,3,2,33,64,678
240000,1,34,4,2,31,64,640
100000,1,58,5,2,31,64,678
1800000,2,53,5,2,31,64,678
120000,1,47,5,2,31,64,650
170000,2,47,5,2,31,64,650
10000,1,18,5,1,31,64,650
10000,1,16,3,1,31,64,650
600000,1,49,3,2,31,63,640
100000,2,47,5,2,31,63,640
360000,2,54,5,2,31,63,678
36000,2,18,3,1,31,63,678
10000,2,42,5,2,31,64,660
30000,1,46,6,2,31,63,678
150000,2,41,6,2,31,63,678
240000,1,53,4,2,31,62,650
120000,2,61,3,2,31,63,640
100000,2,35,5,2,31,63,678
240000,1,44,5,2,31,64,640
240000,2,44,5,2,31,64,640
120000,2,42,5,2,31,64,660
920000,2,59,3,2,31,62,640
1001000,1,36,5,2,31,64,678
1000001,2,36,5,2,31,64,678
60000,1,15,3,1,33,63,630
120000,2,63,3,4,31,61,640
10000,2,55,2,5,31,62,620
120000,2,37,3,2,33,63,640
240000,2,58,3,5,31,61,620
500000,2,60,3,5,31,62,620
1000000,1,65,6,2,31,62,630
120000,1,61,5,2,31,62,640
360000,2,56,3,2,31,62,640
100000,2,56,4,4,31,61,630
10000,1,69,2,2,31,62,620
10000,2,68,2,2,31,62,620
120000,2,46,4,2,31,64,660
40000,2,58,4,2,31,62,650
180000,1,50,3,2,31,64,650
180000,2,38,3,2,31,64,650
700000,1,58,5,2,31,64,678
300000,1,40,4,2,31,64,630
360000,2,37,4,2,31,64,630
240000,2,48,3,2,31,64,660
60000,2,54,3,2,31,63,660
120000,1,49,3,2,35,64,630
480000,1,46,3,2,31,64,640
120000,2,44,3,2,31,64,640
60000,2,21,4,1,31,64,640
150000,2,18,4,1,31,64,640
100000,2,58,3,2,31,62,650
60000,2,45,2,2,31,63,630
360000,1,54,5,2,32,63,678
600000,2,54,5,2,32,63,678
10000,1,21,5,1,32,63,678
300000,1,24,4,1,33,61,640
240000,2,39,4,2,32,64,650
12000,1,55,7,2,31,62,678
30000,1,39,5,2,31,64,678
30000,1,59,5,2,31,63,650
36000,2,45,5,2,31,63,660
20000,1,46,4,2,31,63,610
360000,2,41,5,2,31,63,610
360000,2,45,4,2,31,62,620
40000,1,36,5,2,31,64,678
120000,2,75,2,2,31,63,620
240000,1,61,4,2,31,62,640
240000,2,35,5,1,33,61,630
240000,1,51,3,2,32,63,660
300000,2,47,3,2,32,63,660
120000,1,46,5,2,31,63,650
50000,2,45,4,2,31,63,650
600000,1,51,3,1,31,61,678
360000,1,35,4,1,31,61,630
120000,1,50,5,2,31,63,640
360000,2,35,5,2,31,62,678
260000,2,40,5,2,35,64,660
60000,1,49,3,4,31,63,650
120000,1,50,5,2,31,64,678
80000,2,47,4,2,31,64,678
600000,1,49,5,5,31,62,650
120000,2,26,5,1,31,64,650
300000,1,60,5,2,31,63,640
360000,2,60,6,2,31,62,630
100000,2,30,5,2,32,63,678
120000,2,54,3,2,31,62,678
140000,1,60,3,2,31,62,630
60000,2,56,3,2,31,62,630
5000,1,51,5,2,31,64,640
60000,1,22,5,1,31,64,640
60000,2,20,4,1,31,64,640
120000,2,60,5,2,31,63,650
240000,2,29,7,1,31,63,650
480000,2,63,2,5,35,64,630
120000,2,60,3,2,32,63,640
120000,1,44,5,2,31,63,660
300000,2,40,5,2,31,63,660
3600000,1,48,4,2,31,64,650
3600000,2,41,4,2,31,64,650
360000,2,15,3,1,31,64,650
240000,1,48,4,2,31,64,678
30000,2,48,3,2,31,64,678
500000,1,49,5,2,32,63,678
420000,2,50,6,2,32,63,678
60000,1,42,5,2,31,63,640
500000,2,39,5,2,31,63,640
90000,2,55,7,1,35,61,640
120000,1,46,3,4,33,62,660
360000,2,45,7,2,31,63,678
2000000,1,62,3,2,32,62,678
2000000,2,71,1,2,32,62,678
240000,1,40,5,2,31,64,678
500000,2,36,5,2,31,64,678
500000,2,49,5,2,31,64,640
120000,2,53,5,2,33,64,650
360000,1,41,5,2,31,64,640
360000,2,37,4,2,31,64,640
500000,2,45,4,2,31,64,678
240000,1,60,3,2,32,62,640
120000,2,59,4,2,32,62,640
600000,1,70,3,2,31,62,640
240000,2,46,3,2,31,62,640
120000,1,62,3,2,31,62,620
30000,1,65,3,2,31,63,650
30000,2,59,3,2,31,63,650
360000,1,53,6,4,31,61,650
240000,1,53,4,1,33,61,650
120000,1,58,4,2,31,62,650
240000,2,46,4,4,31,64,620
120000,2,58,3,2,31,63,650
120000,2,57,3,2,31,63,630
360000,2,45,5,2,32,64,678
240000,2,46,3,2,31,64,640
20000,2,62,3,4,33,62,630
10000,1,70,1,2,31,63,660
100000,1,77,1,2,31,62,630
100000,2,77,1,2,31,62,630
240000,1,34,7,2,34,61,620
240000,1,48,3,4,31,63,620
240000,2,62,6,2,31,63,678
120000,2,52,5,2,31,63,640
10000,2,38,6,2,31,64,660
150000,2,35,4,2,32,64,640
240000,1,60,3,2,31,63,678
10000,2,58,5,2,31,63,678
100000,1,30,4,2,31,64,630
40000,1,41,3,1,31,61,650
480000,2,85,1,5,31,62,630
200000,1,45,3,2,31,64,630
10000,2,52,3,2,31,62,660
120000,1,51,5,2,32,63,630
120000,2,48,5,2,32,63,630
1000,1,13,2,1,31,64,650
100000,2,59,4,1,32,62,620
240000,2,55,5,1,32,62,620
420000,2,52,5,3,31,61,660
360000,2,53,4,2,31,63,620
660000,2,60,5,5,31,62,650
120000,1,43,5,2,31,64,678
120000,2,38,4,2,31,64,678
300000,1,69,5,2,31,62,630
120000,1,53,3,2,31,63,630
30000,2,51,5,5,31,61,630
240000,1,55,2,2,31,62,650
480000,2,53,3,2,31,62,650
480000,2,41,5,2,31,64,640
20000,2,52,4,2,31,62,660
360000,2,53,4,2,33,62,650
550000,1,54,3,2,31,62,678
240000,1,47,3,2,31,64,650
120000,2,55,4,2,31,62,650
1200000,1,59,6,2,31,62,678
120000,2,60,4,2,31,62,678
50000,1,46,5,2,31,63,650
10000,2,47,5,2,31,63,650
100000,2,49,5,2,34,61,650
120000,2,45,5,2,34,62,640
120000,2,39,3,2,32,63,630
50000,1,55,4,2,31,62,660
120000,1,57,3,2,31,64,678
240000,2,39,6,2,31,63,678
120000,2,94,6,5,35,61,620
120000,1,48,5,2,32,64,630
120000,2,46,4,2,32,64,630
60000,2,54,3,2,32,64,630
30000,2,27,5,1,32,64,630
50000,1,42,4,2,31,64,620
120000,1,41,3,2,31,64,640
360000,1,54,4,2,35,63,650
240000,1,66,1,2,33,62,620
120000,1,32,4,2,31,63,620
10000,2,61,2,2,31,62,650
560000,1,44,4,2,31,64,630
560000,2,42,4,2,31,64,630
30000,1,58,5,4,33,61,630
120000,1,47,5,2,33,64,640
360000,2,42,6,2,33,64,640
60000,1,35,6,1,32,61,610
100000,2,27,4,2,31,62,640
1000000,1,48,4,2,31,62,630
300000,2,48,5,2,31,62,630
120000,1,63,3,2,31,62,650
240000,1,48,4,4,31,61,620
240000,2,57,5,2,31,62,678
300000,2,28,5,2,33,62,650
240000,2,30,5,2,32,62,660
240000,1,61,5,2,31,62,650
120000,2,40,4,2,31,63,610
100000,2,58,6,2,31,62,650
360000,2,72,3,2,31,62,630
30000,1,43,5,2,35,63,678
120000,2,73,1,5,31,61,610
50000,1,59,6,2,31,64,678
120000,2,58,5,2,31,64,678
100000,2,29,5,1,31,64,678
240000,2,38,6,1,32,62,640
2000000,2,66,3,5,32,62,640
120000,1,58,5,2,32,64,660
40000,2,32,5,1,31,64,678
120000,1,68,5,2,31,63,640
200000,1,65,3,2,31,62,630
300000,2,51,5,1,31,62,620
120000,2,53,2,2,31,64,678
240000,2,56,5,1,35,61,620
240000,1,40,5,2,33,64,640
120000,2,48,4,2,31,62,640
240000,1,49,5,2,31,63,678
600000,1,28,4,2,31,62,660
600000,2,24,4,2,31,62,660
120000,2,24,3,2,31,62,630
156000,2,43,4,2,31,64,630
40000,2,16,3,1,31,64,630
240000,1,41,4,4,31,61,640
240000,2,85,0,5,31,61,620
300000,2,60,4,2,31,63,640
120000,1,42,4,2,31,64,640
240000,2,44,5,2,31,64,640
120000,2,25,4,2,33,63,640
500000,1,58,4,2,31,64,640
10000,2,53,4,2,31,64,640
120000,1,54,5,4,31,64,660
360000,2,38,5,2,31,63,678
50000,1,55,4,2,31,63,660
5000,1,14,2,1,31,63,660
60000,1,35,5,2,32,64,630
120000,2,45,6,2,31,62,660
20000,1,28,4,1,31,63,660
900000,1,57,4,2,31,62,650
120000,1,43,5,2,31,63,630
156000,2,44,6,2,31,63,630
120000,1,76,3,2,31,62,630
1200000,2,64,5,2,31,62,678
400000,2,64,2,2,31,62,640
120000,1,61,5,2,31,62,640
120000,2,61,3,2,31,62,640
360000,1,29,5,1,31,64,660
1000000,1,52,5,2,31,62,650
480000,2,52,5,2,31,62,650
120000,1,53,5,2,31,63,678
240000,1,62,3,2,31,64,630
50000,2,21,5,1,31,64,630
50000,1,37,4,2,32,62,620
240000,2,59,5,2,31,63,650
20000,1,56,4,3,32,61,678
600000,1,59,3,2,31,62,660
120000,2,61,3,2,33,62,640
110000,2,22,5,1,32,64,630
240000,2,54,4,2,33,62,620
2400000,2,55,6,2,31,64,678
40000,2,27,5,1,31,63,620
200000,1,55,4,2,31,63,610
240000,2,49,4,2,32,64,650
120000,2,21,4,1,32,64,650
240000,2,28,3,1,31,64,678
120000,1,46,4,2,31,64,650
360000,1,46,5,1,31,64,650
120000,1,50,5,2,34,64,678
1200000,2,52,5,2,34,64,678
120000,1,24,4,1,34,64,678
240000,2,61,3,2,31,62,630
20000,2,49,4,2,31,64,640
360000,1,52,3,2,33,63,678
400000,2,49,3,2,33,63,678
240000,1,39,4,2,33,63,630
240000,2,56,5,1,33,61,650
300000,1,43,3,4,31,64,650
120000,1,45,4,2,31,63,660
10000,1,63,6,2,31,63,660
360000,1,56,4,2,31,63,650
360000,2,81,1,2,31,63,650
120000,1,44,4,2,31,63,660
120000,2,38,4,2,31,63,660
96000,1,13,2,1,31,63,660
120000,2,49,3,2,31,64,620
900000,2,31,4,1,31,62,630
420000,1,41,4,2,31,62,630
360000,2,45,4,2,31,62,630
400000,2,49,4,2,31,61,630
120000,1,42,4,2,31,61,660
120000,1,33,5,1,35,61,640
250000,2,49,5,1,32,61,650
270000,2,23,4,1,33,61,630
100000,2,39,4,2,31,64,650
500000,2,36,4,2,31,64,650
200000,1,47,5,2,31,64,650
360000,1,55,6,2,31,63,660
1000000,1,60,2,2,31,62,640
360000,1,41,5,1,31,63,678
120000,1,42,6,2,31,64,660
120000,2,42,5,2,31,64,660
240000,1,58,4,2,31,64,650
100000,1,53,5,2,32,63,640
100000,1,34,5,2,31,63,630
1000000,1,53,3,2,31,61,640
100000,1,59,3,4,31,61,620
1250000,1,36,3,2,31,63,660
420000,2,41,4,2,31,63,640
480000,2,55,3,2,31,63,630
240000,1,56,5,2,31,62,640
360000,2,55,4,4,33,61,630
500000,2,41,5,2,31,64,678
120000,1,27,5,1,31,64,630
200000,1,22,5,1,31,64,630
100000,2,48,5,2,31,63,650
240000,1,53,5,2,31,64,678
200000,2,48,4,2,31,64,678
59000,2,19,3,1,31,64,678
120000,1,41,5,2,33,64,630
575000,2,40,5,2,33,61,620
120000,2,50,5,2,33,62,678
200000,1,47,6,2,31,64,678
55000,2,48,5,2,31,64,678
600000,1,45,6,2,31,64,660
600000,2,39,5,2,31,64,660
120000,2,43,3,4,35,63,640
600000,1,49,4,2,31,63,660
1000000,2,76,5,2,31,62,620
120000,2,58,3,4,32,61,630
360000,2,50,3,2,31,63,640
65000,2,27,5,1,31,64,650
45000,1,17,3,1,31,64,650
65000,1,41,4,2,31,64,678
100000,2,44,5,2,31,63,650
300000,1,55,5,2,31,63,660
30000,2,49,3,2,31,63,660
200000,1,48,3,2,31,63,650
120000,1,62,4,2,31,62,678
900000,2,62,3,5,31,62,620
360000,1,55,3,2,31,63,650
360000,2,52,3,2,31,63,650
240000,1,70,4,4,33,61,650
120000,2,25,5,1,33,62,620
300000,1,28,4,2,33,62,630
99000,2,43,4,1,33,61,640
40000,2,45,5,2,33,62,678
360000,2,43,5,2,33,63,678
500000,2,50,6,4,31,63,678
2000000,1,33,5,1,33,61,650
330000,2,49,5,2,33,63,678
360000,2,35,5,2,32,63,678
360000,2,42,6,2,33,63,678
240000,2,46,4,2,33,63,678
1000000,2,35,5,2,32,64,678
2000000,1,78,4,2,31,62,678
30000,2,52,3,2,31,61,620
240000,1,56,5,2,31,63,630
1000000,2,68,2,2,31,61,620
240000,1,39,5,2,35,63,678
240000,2,65,6,1,31,61,640
200000,2,43,5,2,33,64,630
120000,2,46,4,2,33,64,640
120000,2,49,3,2,31,64,660
500000,2,16,3,1,31,64,660
120000,1,46,4,2,35,64,620
120000,2,44,5,2,35,64,620
120000,1,50,3,2,31,61,640
5000,2,37,3,2,31,64,640
20000,2,70,5,1,31,61,630
600000,1,37,3,2,31,63,630
480000,1,39,4,2,31,63,640
200000,2,58,3,2,32,64,678
300000,2,33,4,1,31,63,630
120000,1,40,3,2,31,62,640
240000,2,47,4,2,33,63,640
200000,1,64,5,2,31,61,660
240000,1,39,4,2,32,61,678
60000,1,46,4,2,33,64,630
120000,2,63,3,2,31,63,630
240000,2,44,6,4,31,64,630
240000,2,84,5,5,31,64,630
100000,2,61,3,2,31,62,640
700000,2,50,3,2,31,64,650
120000,1,55,3,2,31,63,678
240000,2,49,4,2,31,63,678
240000,1,54,5,2,31,64,660
120000,2,47,5,2,31,64,610
120000,1,71,3,2,31,62,650
360000,2,34,4,2,33,64,678
240000,1,40,5,2,33,64,678
360000,2,54,4,1,31,61,620
1000000,1,67,4,2,31,62,678
240000,1,45,5,2,31,63,630
10000,2,36,6,2,32,64,660
50000,2,37,4,2,31,64,640
100010,2,48,5,2,31,62,678
120000,2,25,5,1,31,64,660
480000,1,40,5,2,31,64,678
480000,2,37,5,2,31,64,678
360000,1,53,5,2,31,64,678
240000,1,54,5,2,31,63,678
36000,2,51,3,2,31,64,678
240000,2,61,7,2,31,62,640
240000,1,65,7,2,31,62,650
120000,2,67,3,2,31,62,650
240000,2,60,4,2,33,64,650
112000,1,27,5,1,31,63,678
200000,1,80,5,2,31,63,650
240000,1,65,5,2,31,62,650
360000,2,65,5,2,31,62,678
100000,2,49,3,2,35,62,610
240000,2,58,5,2,31,63,678
240000,2,59,2,2,31,62,660
300000,2,39,4,1,31,63,640
240000,1,32,6,1,31,63,620
120000,1,50,4,2,32,64,640
120000,2,46,4,2,32,64,640
360000,1,52,5,2,31,62,678
240000,2,48,4,2,31,62,678
500000,1,46,5,2,32,63,650
300000,2,41,5,2,32,63,650
240000,2,37,5,2,32,64,678
10000,1,53,5,2,31,64,678
10000,2,50,5,2,31,64,678
50000,2,41,5,2,31,62,678
50000,1,40,5,2,31,63,678
220000,2,39,5,2,31,63,678
360000,1,47,5,1,31,62,630
360000,1,48,5,2,31,64,630
360000,2,47,5,2,31,64,630
10000,1,74,2,2,31,62,630
360000,1,47,5,2,31,64,640
10000,1,57,4,2,32,63,640
360000,2,37,5,2,31,64,640
180000,2,48,5,4,31,62,640
120000,1,66,2,5,31,62,630
120000,2,64,3,2,31,62,630
240000,2,71,6,2,32,62,610
20000,1,71,2,2,31,62,620
170000,2,66,1,2,31,62,620
360000,1,64,5,2,31,63,660
50000,2,62,5,2,31,63,660
240000,1,37,5,2,32,63,650
300000,1,55,6,2,32,62,650
200000,2,47,4,2,32,62,650
480000,2,55,7,1,32,61,630
360000,2,18,4,1,31,63,620
10000,1,60,7,2,31,63,678
120000,1,55,3,2,31,62,630
600000,2,45,3,2,31,64,650
360000,1,43,7,2,31,64,630
120000,1,59,2,4,33,61,610
360000,2,57,5,2,33,62,630
1170000,2,62,3,4,33,62,610
60000,2,37,5,2,35,64,650
120000,2,70,5,2,31,62,620
120000,1,22,5,1,31,63,620
120000,2,42,5,2,31,63,620
240000,1,53,6,2,31,63,678
120000,1,45,4,1,31,61,650
100000,1,47,5,2,32,63,660
120000,1,60,3,2,31,62,660
20000,1,50,5,4,32,62,650
360000,2,41,4,5,31,62,660
240000,2,51,5,2,31,64,678
720000,2,46,5,2,31,64,678
240000,2,35,4,1,33,61,630
80000,1,58,5,2,31,64,660
120000,2,42,4,2,31,63,620
100000,1,55,5,2,31,64,678
100000,2,52,3,2,31,64,678
90000,2,74,3,2,31,63,678
360000,2,44,6,1,31,63,678
120000,2,61,3,2,35,62,620
120000,2,60,5,4,31,61,620
360000,2,47,5,2,32,63,630
180000,2,28,3,1,32,63,610
600000,2,73,4,5,31,61,620
360000,1,52,5,4,31,61,630
360000,1,48,5,2,31,63,650
120000,2,36,5,2,31,63,650
10000,2,14,2,1,31,64,620
500000,1,42,6,1,31,61,640
500000,1,56,6,2,32,62,678
500000,2,53,5,2,32,62,678
720000,1,45,5,2,31,63,678
720000,2,39,5,2,31,63,678
600000,1,45,7,2,31,64,678
360000,1,46,5,2,31,62,640
600000,2,43,5,2,31,62,640
600000,1,46,5,2,32,64,678
200000,2,44,5,2,31,64,678
300000,2,32,4,1,33,61,640
360000,2,40,7,2,31,64,640
360000,1,40,7,2,31,63,678
360000,1,53,3,2,31,62,650
100000,1,65,5,2,31,62,660
480000,2,62,5,2,31,62,660
480000,1,61,5,2,31,62,678
240000,2,49,5,2,31,62,678
240000,1,44,7,2,31,64,678
360000,1,38,6,2,33,64,678
360000,1,61,7,2,31,63,678
240000,1,50,5,2,31,63,660
500000,1,62,3,2,31,63,678
120000,1,52,3,2,31,64,630
600000,2,52,4,5,31,62,630
480000,2,19,5,1,31,62,630
120000,2,56,4,2,31,63,650
120000,2,24,5,1,31,63,650
120000,1,54,5,2,31,64,640
120000,2,52,4,2,31,64,640
10000,2,74,2,2,31,62,620
10000,1,59,3,2,31,63,678
20000,2,53,3,2,31,63,678
250000,2,59,2,4,31,61,620
120000,2,47,3,4,33,63,620
60000,1,60,3,2,31,64,650
60000,2,61,3,2,31,64,650
40000,1,28,4,1,31,64,650
10000,2,52,3,4,31,61,620
120000,2,55,5,2,31,62,610
100000,1,59,5,2,31,62,678
50000,2,20,4,1,31,64,630
240000,2,41,4,1,31,64,640
60000,2,32,5,1,31,63,640
120000,2,25,5,1,31,62,640
500000,2,34,3,1,35,61,610
40000,1,73,4,2,31,63,620
20000,1,52,5,2,31,64,678
120000,2,52,5,2,31,64,678
500000,2,34,6,2,31,64,630
360000,1,42,6,2,32,63,678
120000,2,39,5,2,32,63,678
360000,1,37,6,2,32,64,678
1500000,1,51,7,2,31,63,678
240000,2,52,6,2,31,63,678
300000,2,43,4,2,31,64,678
360000,1,41,5,2,31,64,678
240000,2,39,5,2,31,64,678
60000,2,48,5,2,32,64,650
70000,2,18,5,1,32,64,650
10000,1,53,5,2,31,64,660
200000,2,35,4,2,33,62,678
120000,1,31,5,1,33,62,660
500000,2,51,4,2,31,64,678
360003,1,49,3,2,32,62,640
180000,2,49,3,2,32,62,640
10000,1,56,3,2,31,64,660
120000,2,52,3,2,31,64,660
120000,1,46,6,2,31,63,678
120000,2,41,5,2,31,63,678
500000,2,39,4,1,31,64,650
2000000,2,41,6,1,31,64,650
50000,1,39,7,2,31,64,678
50000,1,60,3,2,31,63,650
60000,2,44,5,2,31,62,678
20000,1,37,4,1,35,61,640
120000,2,38,4,2,31,63,630
200000,1,46,5,2,31,64,640
240000,2,45,5,2,31,64,640
180000,2,38,6,4,31,61,630
100000,1,45,4,1,32,63,640
120000,1,37,3,1,35,61,630
240000,1,64,3,2,33,61,620
100000,2,35,5,1,33,61,630
10001,2,58,4,2,31,64,660
11000,2,28,5,1,31,64,660
10000,2,59,3,2,31,62,620
