index,gender,spouse,age,nfamily,edu,debt,equity,dep
2192,1,2,G3,4,4,3600,Q3,4
2193,2,4,G4,1,4,30,Q1,1
2194,1,2,G5,2,3,9300,Q3,1
2195,1,2,G3,6,7,0,Q5,8
2196,1,2,G3,4,4,2700,Q2,8
2197,1,2,G5,3,1,0,Q3,1
2198,1,2,G4,2,4,32500,Q5,1
2199,1,2,G5,2,2,0,Q3,1
2200,2,1,G1,1,6,0,Q1,1
2201,2,1,G1,2,5,0,Q1,1
2202,1,1,G3,3,6,4000,Q2,1
2203,1,2,G5,2,4,10500,Q4,2
2204,2,3,G5,1,2,1600,Q1,1
2205,1,3,G5,1,3,0,Q1,1
2206,2,1,G1,1,5,0,Q1,1
2207,1,2,G5,2,4,1800,Q5,3
2208,1,2,G5,2,6,0,Q5,1
2209,1,2,G3,5,5,18920,Q3,1
2210,1,2,G3,4,6,11200,Q4,1
2211,1,4,G4,2,4,1500,Q1,3
2212,1,2,G5,2,2,0,Q2,1
2213,2,3,G5,1,2,0,Q2,1
2214,2,2,G4,2,2,0,Q2,3
2215,1,2,G2,4,6,0,Q3,1
2216,2,3,G5,1,2,0,Q1,1
2217,1,3,G5,1,2,300,Q2,3
2218,1,2,G5,2,3,0,Q2,1
2219,1,2,G5,3,4,30,Q5,1
2220,2,3,G5,3,1,300,Q3,3
2221,1,2,G4,4,6,36050,Q4,7
2222,1,2,G3,4,5,5800,Q5,1
2223,2,2,G3,3,4,300,Q4,7
2224,1,2,G4,2,4,5500,Q5,1
2225,1,2,G4,3,4,7510,Q2,1
2226,1,4,G3,1,4,2900,Q1,1
2227,2,1,G3,1,7,1476,Q1,4
2228,2,2,G4,3,4,15884,Q5,1
2229,1,2,G4,2,4,8000,Q2,1
2230,1,2,G5,2,7,500,Q5,1
2231,1,2,G4,3,6,0,Q5,1
2232,1,2,G2,3,6,4790,Q4,1
2233,1,3,G3,3,6,8000,Q4,1
2234,1,2,G4,3,4,6800,Q3,1
2235,1,2,G5,2,2,0,Q3,1
2236,1,2,G5,3,6,0,Q3,1
2237,1,2,G5,2,4,0,Q3,1
2238,1,4,G4,1,6,350,Q1,1
2239,2,3,G5,2,4,0,Q3,7
2240,1,4,G5,1,4,15350,Q1,1
2241,2,2,G4,2,4,2350,Q2,1
2242,2,3,G5,1,2,0,Q1,2
2243,2,1,G2,1,6,7000,Q2,3
2244,1,2,G4,5,4,10700,Q3,1
2245,1,2,G5,2,4,0,Q3,1
2246,1,2,G5,3,3,3000,Q4,1
2247,1,2,G4,2,6,16168,Q5,4
2248,1,2,G3,4,6,26400,Q5,1
2249,2,3,G5,1,2,0,Q1,1
2250,2,1,G3,1,4,0,Q1,1
2251,1,1,G2,1,5,200,Q2,1
2252,1,2,G3,4,7,5000,Q5,1
2253,1,2,G4,4,6,1100,Q4,4
2254,1,2,G5,3,4,300,Q5,1
2255,1,2,G4,2,6,0,Q5,1
2256,1,2,G4,4,4,20000,Q3,1
2257,1,2,G5,2,4,0,Q3,1
2258,1,2,G3,3,4,158,Q1,1
2259,1,2,G2,2,5,0,Q3,1
2260,1,2,G4,4,5,19300,Q4,1
2261,2,4,G3,3,3,7832,Q2,1
2262,1,3,G4,2,6,157533,Q1,1
2263,2,2,G4,3,4,17300,Q3,1
2264,1,2,G5,3,3,0,Q2,3
2265,1,2,G3,3,4,4500,Q4,1
2266,2,3,G5,3,1,0,Q1,3
2267,1,1,G3,1,2,0,Q4,1
2268,1,2,G4,4,6,0,Q5,3
2269,1,2,G5,2,4,13600,Q4,1
2270,1,2,G5,3,6,0,Q5,7
2271,1,2,G2,3,4,7000,Q2,1
2272,1,2,G4,4,6,4500,Q2,1
2273,1,2,G4,2,4,0,Q3,1
2274,1,2,G5,2,3,0,Q1,3
2275,1,2,G5,2,2,0,Q3,1
2276,2,3,G5,1,3,0,Q1,1
2277,2,4,G4,2,4,300,Q2,2
2278,1,2,G5,2,6,7000,Q4,1
2279,1,2,G5,2,3,0,Q2,1
2280,1,2,G4,2,4,2192,Q1,1
2281,1,2,G5,2,2,0,Q3,1
2282,2,3,G5,1,1,0,Q1,1
2283,1,4,G5,1,4,0,Q1,2
2284,1,2,G5,2,6,6891,Q2,1
2285,1,2,G3,4,6,0,Q3,1
2286,1,2,G4,3,6,0,Q3,1
2287,1,2,G5,2,2,13000,Q5,1
2288,1,2,G5,4,6,0,Q4,3
2289,1,2,G3,5,6,3900,Q3,1
2290,2,4,G5,2,3,4460,Q2,1
2291,1,2,G5,3,3,3730,Q1,1
2292,2,3,G5,1,2,2000,Q3,1
2293,2,1,G1,2,4,0,Q1,1
2294,1,2,G4,4,6,0,Q5,3
2295,1,4,G4,1,4,4000,Q1,1
2296,2,3,G5,1,2,10000,Q3,3
2297,1,2,G2,2,5,21100,Q3,2
2298,1,3,G4,1,4,500,Q1,1
2299,1,2,G3,4,5,29382,Q3,1
2300,1,2,G5,3,2,500,Q1,3
2301,1,2,G4,3,4,0,Q4,3
2302,1,2,G5,2,6,0,Q1,1
2303,1,4,G4,1,5,0,Q1,1
2304,1,2,G5,2,3,0,Q2,1
2305,1,2,G2,2,6,0,Q2,1
2306,1,2,G5,2,2,0,Q4,3
2307,1,2,G4,3,4,10030,Q5,1
2308,1,2,G2,4,6,1027,Q5,8
2309,1,2,G2,4,4,12163,Q3,1
2310,1,2,G5,2,4,0,Q1,1
2311,1,2,G4,2,3,4200,Q3,1
2312,1,2,G2,2,5,14200,Q2,1
2313,1,2,G3,4,6,30026,Q5,7
2314,2,4,G4,2,4,0,Q3,1
2315,1,2,G4,3,4,1150,Q5,1
2316,2,4,G2,3,6,5950,Q1,1
2317,1,2,G4,3,4,37699,Q4,1
2318,1,2,G5,2,1,0,Q1,1
2319,2,3,G4,2,4,0,Q1,1
2320,1,2,G3,3,4,0,Q3,1
2321,1,2,G5,3,3,0,Q4,3
2322,1,2,G3,3,6,0,Q4,1
2323,1,2,G2,4,4,0,Q2,1
2324,1,4,G4,1,3,2000,Q3,1
2325,2,4,G4,1,4,16177,Q2,4
2326,1,2,G2,2,4,15350,Q3,1
2327,2,3,G5,1,2,0,Q1,1
2328,1,2,G4,4,4,70,Q2,1
2329,1,2,G5,2,3,112,Q4,1
2330,2,3,G5,1,3,0,Q1,3
2331,1,2,G4,4,6,0,Q3,1
2332,1,4,G5,1,2,250,Q1,3
2333,1,2,G4,4,4,6865,Q3,1
2334,1,2,G5,2,4,8760,Q3,1
2335,2,4,G3,3,4,0,Q2,3
2336,1,2,G2,4,6,0,Q3,1
2337,2,3,G5,1,1,0,Q1,1
2338,2,4,G3,3,3,3200,Q1,1
2339,1,2,G4,4,4,1100,Q4,1
2340,1,2,G3,4,6,5645,Q5,1
2341,1,2,G5,2,2,0,Q3,3
2342,1,2,G3,4,5,11487,Q4,1
2343,1,2,G4,5,5,3230,Q4,3
2344,1,2,G4,4,4,500,Q5,1
2345,1,2,G2,2,6,365,Q2,1
2346,1,2,G2,4,6,3000,Q2,3
2347,1,2,G4,4,3,4400,Q3,1
2348,1,2,G5,3,2,0,Q4,1
2349,1,2,G2,2,6,0,Q3,1
2350,1,4,G4,1,4,0,Q1,1
2351,2,4,G4,2,4,500,Q3,1
2352,1,1,G3,1,4,0,Q1,1
2353,2,3,G5,1,1,0,Q1,3
2354,1,2,G5,2,6,1000,Q3,1
2355,1,4,G3,1,6,26000,Q2,2
2356,2,3,G5,1,4,0,Q3,1
2357,1,2,G3,4,6,180,Q4,1
2358,1,2,G3,3,4,2160,Q2,1
2359,1,2,G4,3,5,9000,Q5,1
2360,1,2,G3,4,4,2060,Q3,3
2361,2,1,G2,1,6,8,Q1,2
2362,2,2,G5,1,1,0,Q1,1
2363,1,2,G5,5,6,519,Q3,1
2364,1,2,G3,4,5,100,Q4,1
2365,2,1,G2,5,5,10450,Q4,1
2366,2,2,G5,2,2,0,Q5,1
2367,2,4,G5,1,2,0,Q1,1
2368,2,3,G5,1,2,0,Q2,1
2369,2,4,G1,1,4,500,Q1,1
2370,1,2,G2,4,4,5848,Q1,4
2371,1,2,G4,2,4,17200,Q4,1
2372,1,2,G5,2,2,0,Q4,1
2373,1,2,G4,3,4,2500,Q4,1
2374,1,2,G3,5,5,13400,Q1,1
2375,2,4,G4,1,3,0,Q1,1
2376,2,4,G5,1,1,240,Q2,1
2377,1,2,G3,3,4,1018,Q3,1
2378,1,2,G3,4,5,6681,Q4,1
2379,1,1,G4,1,3,1000,Q2,2
2380,1,1,G1,1,4,1000,Q1,1
2381,1,2,G4,3,6,9186,Q3,1
2382,1,2,G4,4,6,17000,Q3,1
2383,1,1,G5,1,1,0,Q1,1
2384,2,3,G5,1,2,0,Q3,3
2385,1,2,G5,4,2,23500,Q5,3
2386,1,2,G4,3,5,15000,Q4,1
2387,1,2,G4,2,4,1000,Q4,3
2388,2,3,G5,1,2,1316,Q4,3
2389,1,2,G3,4,4,11370,Q3,1
2390,1,2,G3,5,4,18400,Q1,1
2391,1,2,G3,5,4,15,Q3,1
2392,1,2,G2,4,7,1135,Q2,1
2393,1,2,G5,3,3,20,Q2,1
2394,1,2,G5,2,3,24650,Q1,1
2395,1,2,G2,4,5,2500,Q1,2
2396,1,2,G2,3,4,9200,Q2,1
2397,1,2,G4,4,6,0,Q3,1
2398,2,3,G5,1,1,0,Q3,3
2399,1,2,G5,2,4,3000,Q2,2
2400,1,2,G5,2,6,0,Q5,2
2401,1,2,G4,2,4,0,Q4,1
2402,1,2,G3,4,4,3000,Q1,1
2403,1,2,G5,2,5,40,Q5,3
2404,2,1,G3,1,4,0,Q3,1
2405,1,2,G5,3,3,1500,Q5,1
2406,2,3,G5,2,2,0,Q3,1
2407,1,2,G5,2,1,0,Q3,1
2408,1,2,G5,2,3,4190,Q2,1
2409,2,3,G3,2,4,400,Q3,1
2410,2,2,G2,4,5,0,Q2,1
2411,2,3,G5,1,2,0,Q2,1
2412,1,1,G4,2,4,9376,Q3,4
2413,1,2,G5,3,4,0,Q4,1
2414,1,2,G5,3,2,450,Q1,1
2415,2,3,G5,2,4,3300,Q2,1
2416,2,3,G5,1,1,0,Q3,1
2417,1,2,G5,2,5,2000,Q5,1
2418,1,1,G3,1,4,0,Q1,1
2419,1,2,G4,3,6,15700,Q3,4
2420,1,2,G2,2,5,0,Q1,1
2421,1,2,G5,2,3,0,Q2,1
2422,1,2,G4,2,2,22700,Q4,1
2423,1,2,G2,3,4,11500,Q2,8
2424,2,4,G5,1,2,0,Q1,3
2425,1,2,G5,4,4,7600,Q4,1
2426,1,2,G4,5,5,0,Q4,2
2427,1,2,G3,4,5,2800,Q4,1
2428,1,2,G4,3,5,3000,Q4,1
2429,1,2,G3,4,6,1800,Q3,1
2430,1,2,G3,3,6,0,Q4,2
2431,1,4,G2,1,4,0,Q1,1
2432,1,1,G2,1,5,6000,Q1,1
2433,2,3,G5,3,3,2250,Q1,1
2434,1,3,G5,1,6,0,Q3,1
2435,2,3,G4,2,4,0,Q4,1
2436,1,2,G4,4,4,30,Q3,3
2437,1,1,G3,1,4,0,Q1,1
2438,1,4,G3,1,5,6000,Q1,1
2439,1,2,G3,3,4,6000,Q2,1
2440,2,3,G5,1,1,0,Q2,3
2441,2,4,G5,1,4,900,Q1,1
2442,1,1,G2,2,6,726,Q2,1
2443,1,2,G5,2,2,9800,Q4,1
2444,2,2,G3,4,5,0,Q2,1
2445,1,2,G5,4,6,0,Q2,1
2446,1,2,G5,3,6,2450,Q4,3
2447,1,2,G3,5,6,11000,Q5,4
2448,1,2,G5,1,1,563,Q2,1
2449,2,4,G3,3,6,0,Q4,1
2450,1,2,G3,4,6,9100,Q4,1
2451,2,4,G5,1,2,0,Q1,1
2452,1,2,G4,3,5,0,Q4,1
2453,1,2,G4,5,6,20,Q4,1
2454,1,2,G3,3,4,43500,Q5,1
2455,1,2,G5,2,1,0,Q2,3
2456,2,3,G5,1,2,0,Q2,1
2457,1,2,G4,3,4,300,Q1,1
2458,1,4,G3,1,3,5700,Q1,1
2459,2,4,G3,3,6,1420,Q1,2
2460,1,2,G3,4,4,100,Q4,1
2461,1,2,G5,3,4,8500,Q4,2
2462,1,2,G5,2,3,300,Q1,3
2463,1,2,G4,5,7,4300,Q2,1
2464,1,2,G4,3,2,2200,Q1,1
2465,1,2,G5,2,4,0,Q2,1
2466,2,3,G5,1,3,0,Q2,1
2467,1,2,G3,4,4,4084,Q2,1
2468,1,2,G5,2,1,0,Q2,3
2469,1,2,G4,5,4,0,Q4,1
2470,1,2,G2,3,6,2600,Q3,1
2471,2,3,G5,1,1,0,Q1,3
2472,2,2,G3,3,6,9600,Q4,8
2473,1,2,G3,5,5,15000,Q2,1
2474,1,2,G3,4,7,300,Q4,3
2475,1,2,G5,3,4,0,Q3,1
2476,2,2,G5,2,2,0,Q4,1
2477,1,2,G5,2,4,627,Q4,3
2478,1,2,G4,3,4,1638,Q2,2
2479,1,2,G3,5,4,1012,Q3,1
2480,2,3,G5,1,1,0,Q1,1
2481,1,2,G5,2,3,0,Q3,1
2482,1,2,G3,4,5,5945,Q2,1
2483,1,1,G1,1,4,0,Q1,1
2484,1,2,G3,2,6,6950,Q4,1
2485,2,2,G4,4,5,9200,Q4,1
2486,1,2,G3,4,4,14519,Q2,1
2487,1,2,G5,2,6,1300,Q5,1
2488,2,2,G5,2,1,0,Q3,3
2489,2,3,G5,1,1,1000,Q2,3
2490,1,2,G5,2,3,0,Q2,1
2491,1,2,G4,2,4,3000,Q4,1
2492,2,2,G5,3,2,0,Q1,1
2493,1,2,G2,4,6,0,Q2,1
2494,1,2,G5,6,4,19500,Q5,1
2495,1,4,G5,1,3,0,Q1,1
2496,1,2,G4,4,5,300,Q4,1
2497,1,3,G5,1,2,0,Q1,3
2498,1,2,G2,4,6,0,Q2,1
2499,2,4,G4,1,2,0,Q1,3
2500,1,2,G2,2,6,9147,Q2,2
2501,1,2,G3,2,5,0,Q1,1
2502,2,3,G5,1,1,0,Q2,1
2503,1,2,G2,4,6,5168,Q2,1
2504,1,2,G2,4,6,3160,Q1,1
2505,2,3,G5,1,2,0,Q1,1
2506,2,3,G5,1,1,3000,Q1,3
2507,1,2,G5,2,1,26400,Q3,2
2508,1,3,G5,1,4,0,Q2,3
2509,1,2,G5,2,4,1000,Q5,1
2510,1,2,G2,4,6,25030,Q4,1
2511,1,2,G3,4,4,0,Q5,1
2512,2,3,G5,1,1,300,Q1,1
2513,1,2,G4,2,4,25000,Q4,2
2514,1,2,G5,2,6,21850,Q5,7
2515,1,2,G4,4,6,14500,Q5,1
2516,1,2,G3,4,5,2000,Q4,1
2517,1,2,G5,2,2,31500,Q2,1
2518,1,1,G4,1,4,600,Q1,1
2519,1,1,G1,1,5,2000,Q2,1
2520,2,3,G5,1,1,0,Q1,3
2521,1,2,G2,3,5,4000,Q3,1
2522,1,2,G4,4,4,6180,Q3,1
2523,1,2,G5,3,3,0,Q3,1
2524,2,4,G4,2,4,2000,Q2,1
2525,1,2,G5,2,3,0,Q4,2
2526,1,2,G4,3,6,10200,Q5,3
2527,1,2,G3,4,4,8690,Q2,1
2528,1,2,G5,2,2,0,Q3,3
2529,1,2,G4,2,6,150000,Q5,1
2530,1,2,G3,2,7,1430,Q3,1
2531,1,2,G2,4,6,12590,Q4,1
2532,1,1,G3,1,4,579,Q1,1
2533,2,4,G4,1,3,0,Q1,1
2534,1,2,G5,2,4,0,Q4,1
2535,2,3,G5,1,2,4000,Q3,3
2536,1,2,G5,2,3,0,Q4,1
2537,1,2,G2,2,5,0,Q4,1
2538,2,3,G5,1,1,0,Q1,1
2539,1,4,G3,2,4,4690,Q2,1
2540,2,4,G3,1,5,1000,Q1,1
2541,1,2,G2,4,5,6600,Q4,1
2542,1,2,G5,2,2,0,Q3,3
2543,2,3,G5,1,1,0,Q1,1
2544,2,1,G1,2,6,0,Q1,1
2545,1,3,G4,1,2,3000,Q1,3
2546,1,2,G4,2,3,8720,Q1,3
2547,1,2,G5,2,2,0,Q5,3
2548,1,2,G3,3,6,75400,Q5,1
2549,1,2,G5,3,4,12000,Q4,3
2550,1,2,G4,2,4,6500,Q4,3
2551,1,2,G2,4,5,28920,Q3,3
2552,1,2,G5,3,4,3240,Q3,1
2553,1,2,G3,4,5,19710,Q4,1
2554,1,2,G5,2,2,2700,Q2,1
2555,1,2,G2,2,6,9010,Q4,4
2556,1,2,G2,3,6,0,Q4,1
2557,1,2,G3,4,6,5800,Q4,1
2558,1,2,G4,2,4,15000,Q5,1
2559,1,2,G5,3,4,1600,Q3,1
2560,2,4,G4,1,4,0,Q4,1
2561,1,2,G5,2,6,0,Q3,1
2562,1,4,G3,1,4,1770,Q2,1
2563,2,2,G3,6,4,11280,Q3,3
2564,1,2,G5,2,4,3120,Q2,3
2565,1,3,G5,1,2,0,Q1,3
2566,1,2,G5,5,3,4700,Q1,3
2567,1,2,G4,6,5,80860,Q1,1
2568,1,1,G2,1,6,900,Q2,7
2569,1,4,G5,1,2,0,Q1,3
2570,1,3,G5,1,3,500,Q1,3
2571,2,3,G5,1,2,0,Q3,3
2572,1,2,G3,3,4,2001,Q1,1
2573,2,3,G5,1,2,0,Q2,3
2574,1,2,G5,3,3,7000,Q5,7
2575,1,2,G5,3,3,0,Q3,3
2576,1,2,G3,3,5,9600,Q2,1
2577,2,3,G4,1,2,8000,Q1,1
2578,1,2,G3,4,5,8800,Q3,1
2579,2,4,G5,1,6,3100,Q3,1
2580,1,2,G4,2,3,0,Q1,3
2581,1,2,G4,3,4,650,Q2,1
2582,1,2,G3,5,4,2624,Q2,1
2583,1,2,G5,2,3,0,Q1,3
2584,1,2,G2,4,6,0,Q4,3
2585,1,2,G5,2,2,0,Q2,1
2586,1,2,G5,2,4,0,Q2,1
2587,1,2,G4,3,4,1472,Q3,1
2588,1,1,G2,3,6,23500,Q3,1
2589,1,2,G4,2,7,0,Q2,1
2590,2,3,G5,1,2,0,Q1,3
2591,1,2,G5,2,4,0,Q3,1
2592,1,2,G5,2,5,10000,Q2,1
2593,1,2,G5,2,6,0,Q2,1
2594,1,2,G3,4,4,0,Q4,1
2595,1,2,G2,4,4,7000,Q2,1
2596,2,3,G5,1,2,0,Q1,1
2597,2,3,G5,3,4,0,Q2,1
2598,2,4,G5,1,2,200,Q2,1
2599,1,1,G2,1,4,5340,Q3,1
2600,1,2,G4,4,4,300,Q2,1
2601,1,2,G4,3,3,11560,Q5,1
2602,1,2,G4,2,3,0,Q4,1
2603,1,2,G5,2,4,0,Q2,1
2604,2,3,G5,1,2,0,Q2,1
2605,1,2,G3,3,7,32400,Q5,4
2606,2,3,G4,1,2,3770,Q1,1
2607,1,3,G5,1,4,1000,Q5,1
2608,1,1,G4,4,6,0,Q2,1
2609,2,3,G5,1,2,0,Q1,1
2610,1,1,G1,2,4,1200,Q1,1
2611,1,2,G5,3,3,0,Q4,3
2612,1,2,G5,2,6,46020,Q5,1
2613,1,2,G5,2,2,0,Q1,1
2614,1,2,G3,4,6,0,Q3,1
2615,2,3,G5,1,2,0,Q2,1
2616,1,2,G3,5,6,660,Q3,8
2617,2,3,G5,1,2,0,Q1,1
2618,1,2,G5,2,6,0,Q2,1
2619,1,4,G4,1,4,600,Q1,1
2620,1,2,G5,2,4,1000,Q5,7
2621,2,1,G2,3,4,0,Q1,1
2622,2,3,G4,3,3,0,Q4,1
2623,1,2,G5,2,2,0,Q2,1
2624,2,3,G5,1,2,0,Q2,1
2625,2,2,G5,2,3,0,Q2,1
2626,1,1,G4,3,5,10,Q4,1
2627,2,3,G5,1,2,0,Q1,3
2628,1,2,G5,2,2,0,Q2,3
2629,1,2,G2,2,5,0,Q4,1
2630,1,1,G1,1,5,3200,Q1,1
2631,1,1,G2,1,6,900,Q1,1
2632,2,3,G5,1,3,0,Q3,3
2633,1,2,G2,4,4,20,Q2,1
2634,1,2,G4,3,4,5000,Q4,3
2635,2,3,G5,2,2,0,Q2,1
2636,1,2,G2,5,4,4722,Q3,1
2637,1,2,G4,2,4,1200,Q2,1
2638,1,2,G5,2,3,0,Q4,1
2639,1,3,G5,1,3,0,Q3,1
2640,1,2,G3,4,5,31008,Q4,1
2641,2,3,G5,1,2,2600,Q1,1
2642,2,3,G4,2,4,0,Q2,1
2643,2,3,G5,2,3,700,Q1,3
2644,2,3,G5,1,2,0,Q2,3
2645,1,2,G5,2,4,0,Q5,3
2646,2,3,G5,1,4,0,Q3,5
2647,1,2,G4,2,4,0,Q3,1
2648,1,2,G5,3,3,220,Q3,1
2649,1,2,G4,2,3,0,Q5,1
2650,1,2,G3,5,4,107000,Q5,1
2651,1,2,G5,3,2,1930,Q4,1
2652,1,2,G3,3,7,8100,Q3,4
2653,1,2,G5,2,2,6500,Q5,1
2654,1,2,G4,2,4,500,Q2,1
2655,1,2,G5,3,2,3270,Q3,3
2656,1,2,G3,4,5,22700,Q4,1
2657,1,2,G4,4,4,0,Q4,1
2658,1,2,G4,4,6,0,Q4,3
2659,1,2,G4,3,4,0,Q4,1
2660,1,2,G3,4,6,15000,Q5,1
2661,1,2,G3,3,6,4000,Q5,1
2662,2,2,G5,2,3,1500,Q3,1
2663,1,2,G4,3,6,37401,Q5,8
2664,1,3,G4,3,4,0,Q3,1
2665,1,2,G4,3,4,0,Q5,2
2666,2,2,G4,2,4,11650,Q3,4
2667,1,2,G3,3,5,18800,Q5,1
2668,1,2,G4,3,7,36300,Q5,1
2669,2,1,G2,1,4,100,Q1,1
2670,1,2,G5,2,5,64000,Q5,2
2671,1,2,G4,4,4,200,Q4,1
2672,2,3,G5,1,2,0,Q1,3
2673,1,2,G5,2,3,100,Q3,2
2674,1,2,G4,2,7,0,Q3,3
2675,1,2,G3,4,7,90,Q4,1
2676,1,2,G4,3,4,2950,Q1,1
2677,1,2,G5,2,2,13300,Q4,3
2678,1,2,G3,5,4,40,Q1,1
2679,1,2,G4,3,4,0,Q1,1
2680,1,2,G5,2,3,0,Q4,3
2681,1,2,G2,2,4,7852,Q2,1
2682,2,3,G5,1,1,0,Q2,3
2683,1,2,G3,4,4,15000,Q5,1
2684,1,2,G3,4,4,1060,Q3,1
2685,1,2,G4,2,6,500,Q4,1
2686,1,1,G3,3,4,12920,Q3,1
2687,1,2,G5,2,4,5000,Q3,1
2688,1,2,G2,5,5,370,Q4,3
2689,1,2,G2,2,6,8000,Q4,8
2690,1,2,G5,4,7,1200,Q5,1
2691,1,2,G4,3,3,9600,Q3,1
2692,1,2,G3,4,4,0,Q3,1
2693,2,4,G5,1,2,0,Q1,3
2694,2,4,G4,1,4,1500,Q1,1
2695,2,1,G5,2,2,1800,Q4,1
2696,2,3,G5,1,1,0,Q1,1
2697,1,3,G5,2,2,0,Q5,1
2698,1,2,G2,3,5,0,Q5,1
2699,2,3,G5,1,4,0,Q2,1
2700,1,4,G5,1,2,1000,Q1,1
2701,1,2,G3,4,6,0,Q2,1
2702,1,1,G1,4,6,0,Q1,1
2703,2,2,G3,4,5,2050,Q5,1
2704,1,2,G4,2,4,0,Q1,1
2705,1,2,G5,2,4,0,Q4,3
2706,1,2,G5,2,4,0,Q3,3
2707,2,3,G5,1,3,0,Q3,1
2708,1,2,G5,2,4,1190,Q5,3
2709,2,2,G4,4,4,6500,Q1,1
2710,2,4,G4,2,6,1200,Q4,2
2711,2,2,G5,2,2,4000,Q5,1
2712,1,2,G5,2,3,12000,Q2,2
2713,1,2,G2,4,6,5000,Q3,1
2714,1,2,G4,4,4,26000,Q4,5
2715,1,2,G3,4,4,8100,Q1,3
2716,1,1,G3,2,5,0,Q4,1
2717,2,1,G1,1,4,0,Q1,1
2718,1,2,G5,2,3,0,Q5,3
2719,1,2,G4,4,5,870,Q3,4
2720,1,2,G4,5,6,4350,Q4,2
2721,1,2,G4,3,7,25000,Q4,1
2722,1,2,G2,3,4,200,Q1,1
2723,1,1,G4,2,2,0,Q4,1
2724,1,2,G3,4,5,200150,Q5,5
2725,2,3,G5,1,2,0,Q1,3
2726,1,2,G5,3,2,0,Q5,1
2727,1,2,G5,3,1,0,Q3,1
2728,1,4,G3,1,4,0,Q1,1
2729,2,3,G4,2,4,22484,Q3,1
2730,1,2,G2,4,7,560,Q2,1
2731,1,2,G3,4,1,10200,Q5,1
2732,1,1,G4,2,4,800,Q2,1
2733,1,2,G3,5,6,1300,Q4,1
2734,2,1,G4,2,4,300,Q1,1
2735,1,2,G4,4,6,5000,Q5,1
2736,1,2,G3,5,5,25600,Q4,7
2737,1,2,G3,4,6,6100,Q4,1
2738,2,3,G5,1,1,0,Q2,1
2739,2,4,G4,4,6,0,Q3,3
2740,1,2,G4,4,4,1100,Q4,7
2741,1,2,G3,4,6,42455,Q5,1
2742,1,2,G3,3,4,1700,Q2,3
2743,1,2,G5,4,3,0,Q5,1
2744,1,1,G3,1,7,0,Q1,2
2745,2,1,G5,1,2,0,Q1,3
2746,1,2,G3,4,6,4000,Q5,1
2747,1,1,G2,2,4,500,Q1,1
2748,1,2,G4,5,4,0,Q4,1
2749,1,2,G4,4,3,500,Q5,4
2750,1,2,G2,4,5,0,Q4,1
2751,2,3,G5,1,4,0,Q1,1
2752,1,2,G2,2,6,25700,Q2,7
2753,1,2,G4,2,4,140000,Q5,1
2754,1,2,G4,4,7,50000,Q5,1
2755,2,1,G2,1,6,0,Q2,4
2756,1,2,G5,2,2,0,Q4,1
2757,1,4,G4,2,4,0,Q1,1
2758,2,3,G5,1,1,0,Q1,1
2759,1,2,G3,3,6,1670,Q4,1
2760,1,3,G5,1,6,5000,Q5,1
2761,1,2,G1,3,4,8450,Q2,1
2762,1,2,G2,4,7,3000,Q3,1
2763,2,2,G3,4,6,0,Q4,1
2764,1,1,G4,1,4,0,Q2,1
2765,1,2,G5,2,3,16000,Q4,1
2766,1,2,G2,2,7,0,Q5,1
2767,2,3,G5,1,3,0,Q4,7
2768,2,1,G1,1,4,7100,Q3,8
2769,1,2,G5,3,4,0,Q2,1
2770,2,3,G5,1,1,0,Q1,1
2771,1,2,G5,2,6,50000,Q5,8
2772,2,1,G2,1,6,0,Q2,1
2773,1,1,G2,1,7,60,Q2,1
2774,1,2,G2,4,5,90,Q3,1
2775,1,4,G3,2,5,9000,Q2,1
2776,2,4,G4,2,2,0,Q1,1
2777,2,4,G5,1,2,0,Q2,1
2778,1,2,G3,5,4,10000,Q4,1
2779,2,3,G5,1,2,20000,Q3,1
2780,2,2,G5,2,3,0,Q1,1
2781,2,3,G5,1,2,12784,Q4,1
2782,1,2,G5,2,3,0,Q1,1
2783,2,4,G5,1,3,0,Q1,1
2784,1,2,G4,4,4,8025,Q1,1
2785,1,2,G3,4,6,0,Q4,8
2786,2,4,G4,3,4,0,Q2,1
2787,1,2,G5,2,4,0,Q5,1
2788,1,2,G5,2,4,500,Q2,1
2789,1,2,G3,4,4,30600,Q4,1
2790,1,4,G5,2,4,100,Q1,1
2791,1,1,G4,1,4,0,Q1,1
2792,1,2,G4,4,4,140,Q1,1
2793,1,2,G5,2,2,3000,Q5,1
2794,1,2,G3,3,4,4606,Q1,1
2795,2,1,G3,1,6,5720,Q3,1
2796,1,2,G3,4,4,340,Q1,1
2797,1,1,G3,3,6,0,Q1,1
2798,1,2,G5,2,4,32450,Q2,1
2799,1,2,G4,4,6,0,Q3,1
2800,1,2,G5,2,3,26,Q1,1
2801,1,2,G2,4,5,3300,Q3,1
2802,1,2,G2,3,7,1500,Q4,1
2803,1,1,G3,2,4,45,Q4,1
2804,2,4,G3,2,4,1140,Q2,5
2805,1,2,G4,4,6,1460,Q2,1
2806,1,2,G2,2,4,17767,Q3,1
2807,1,2,G3,4,6,5670,Q4,1
2808,1,2,G4,3,6,18160,Q4,8
2809,1,2,G3,5,6,0,Q4,2
2810,1,2,G5,3,4,60,Q3,1
2811,1,2,G5,4,2,0,Q2,1
2812,1,2,G4,3,4,13000,Q2,1
2813,1,4,G5,1,4,0,Q1,1
