index,gender,spouse,age,nfamily,edu,debt,equity,dep
5044,1,3,G5,1,6,0,Q5,1
5045,1,2,G5,3,6,40000,Q5,1
5046,1,2,G5,3,6,55600,Q5,1
5047,1,2,G5,3,7,108000,Q5,1
5048,1,2,G5,2,6,0,Q5,1
5049,1,2,G4,3,6,0,Q5,1
5050,1,2,G3,5,1,80500,Q5,1
5051,1,2,G4,4,6,0,Q5,1
5052,1,1,G4,2,6,20000,Q5,1
5053,1,1,G4,2,6,3030,Q3,2
5054,1,1,G2,1,6,6000,Q1,1
5055,1,2,G3,3,6,0,Q1,2
5056,1,2,G4,6,5,11125,Q3,1
5057,1,2,G5,4,3,6500,Q5,1
5058,1,2,G3,3,6,10300,Q5,1
5059,2,3,G4,2,6,0,Q3,1
5060,1,4,G3,3,4,700,Q2,1
5061,1,2,G5,2,2,12500,Q3,1
5062,1,2,G5,2,2,1970,Q3,1
5063,1,2,G5,2,4,0,Q4,1
5064,1,2,G5,2,3,0,Q3,1
5065,1,2,G2,2,6,10077,Q5,2
5066,1,2,G4,2,3,2550,Q5,1
5067,1,2,G5,2,2,0,Q3,1
5068,1,2,G4,4,7,3000,Q5,1
5069,1,2,G2,2,6,0,Q2,1
5070,1,2,G3,5,6,2000,Q5,2
5071,2,3,G5,1,2,0,Q3,1
5072,2,3,G4,2,4,332,Q1,3
5073,1,2,G3,4,4,2060,Q5,1
5074,1,2,G5,2,7,0,Q4,1
5075,1,2,G4,4,4,700,Q5,1
5076,2,4,G3,1,4,12,Q2,2
5077,1,2,G5,2,3,16300,Q4,1
5078,1,1,G2,1,1,0,Q3,1
5079,1,4,G3,3,6,2700,Q4,1
5080,2,3,G5,1,2,0,Q3,1
5081,1,2,G2,3,6,0,Q4,1
5082,1,2,G5,2,2,5300,Q3,1
5083,1,2,G3,4,6,29400,Q4,4
5084,1,2,G2,2,6,5020,Q1,8
5085,1,4,G4,1,3,20900,Q4,1
5086,2,2,G5,2,2,1200,Q5,1
5087,1,2,G5,2,3,2400,Q4,1
5088,1,1,G2,1,6,0,Q1,1
5089,2,1,G3,1,4,0,Q2,1
5090,1,2,G5,2,2,300,Q4,3
5091,2,3,G5,1,1,0,Q1,3
5092,2,3,G5,1,2,0,Q1,3
5093,1,3,G5,1,3,0,Q1,1
5094,1,3,G5,1,2,0,Q1,1
5095,1,2,G4,4,3,400,Q4,1
5096,1,2,G2,3,7,3000,Q3,1
5097,2,3,G5,1,2,0,Q1,1
5098,2,4,G5,2,4,5220,Q3,1
5099,1,2,G3,4,5,7986,Q3,1
5100,1,2,G5,2,4,0,Q5,1
5101,2,2,G2,2,5,0,Q3,7
5102,1,3,G5,1,3,0,Q1,1
5103,1,2,G5,2,3,0,Q3,1
5104,1,2,G3,6,6,1500,Q4,1
5105,1,4,G3,3,4,0,Q1,1
5106,1,2,G4,3,6,4775,Q5,1
5107,1,2,G4,2,6,1000,Q3,2
5108,1,2,G5,2,4,0,Q4,1
5109,1,2,G5,4,7,50880,Q5,1
5110,1,2,G4,4,6,11140,Q5,4
5111,2,4,G5,1,3,0,Q1,1
5112,1,2,G3,4,4,860,Q2,1
5113,1,2,G5,2,6,0,Q5,1
5114,1,2,G3,4,4,10350,Q2,1
5115,1,2,G5,2,7,21000,Q5,3
5116,1,2,G3,4,5,3992,Q4,1
5117,1,2,G4,4,4,0,Q5,1
5118,1,2,G3,4,6,0,Q4,1
5119,2,3,G5,1,4,6818,Q3,1
5120,1,2,G2,3,5,0,Q2,1
5121,1,2,G3,2,5,8000,Q4,1
5122,2,3,G5,1,1,0,Q1,3
5123,1,2,G3,5,3,0,Q2,3
5124,1,2,G5,1,2,0,Q1,3
5125,1,2,G2,4,7,3000,Q5,1
5126,1,2,G5,2,3,0,Q2,1
5127,1,2,G4,3,4,3000,Q4,1
5128,2,2,G5,2,4,0,Q5,1
5129,2,4,G5,1,2,20,Q1,1
5130,2,3,G4,2,3,0,Q2,1
5131,1,2,G3,3,6,6000,Q4,1
5132,1,2,G3,4,5,11100,Q4,1
5133,1,2,G4,4,4,1500,Q4,1
5134,2,3,G5,1,2,0,Q2,1
5135,1,2,G4,3,6,7160,Q4,1
5136,1,4,G4,1,3,0,Q1,1
5137,1,2,G4,2,4,18620,Q3,1
5138,1,2,G5,3,5,4100,Q2,1
5139,2,3,G5,1,2,0,Q4,1
5140,1,2,G4,2,5,0,Q3,1
5141,1,2,G5,2,2,0,Q3,1
5142,1,2,G3,3,4,70,Q1,1
5143,1,2,G5,2,4,6000,Q5,1
5144,1,2,G4,3,4,8400,Q3,1
5145,1,2,G5,2,2,0,Q2,1
5146,2,3,G5,1,2,0,Q1,1
5147,2,3,G5,2,3,0,Q5,1
5148,1,2,G2,4,6,0,Q5,7
5149,1,2,G4,4,3,10000,Q2,1
5150,1,2,G2,5,7,3700,Q4,1
5151,1,2,G5,2,4,2700,Q4,1
5152,1,2,G3,2,4,8000,Q2,1
5153,1,2,G4,3,6,35500,Q3,1
5154,1,2,G3,4,7,16920,Q4,1
5155,1,2,G5,2,3,0,Q2,1
5156,1,2,G4,4,4,10000,Q3,4
5157,1,2,G3,4,6,6800,Q5,1
5158,1,2,G5,2,4,0,Q5,1
5159,2,3,G4,3,4,30050,Q3,1
5160,2,2,G5,3,2,6000,Q2,1
5161,1,2,G4,4,4,390,Q4,1
5162,1,2,G4,2,4,2000,Q1,1
5163,1,2,G5,3,3,1945,Q5,1
5164,1,2,G5,3,5,350,Q5,1
5165,1,2,G4,3,7,0,Q5,2
5166,1,2,G5,3,4,62050,Q5,3
5167,2,3,G5,1,2,0,Q1,3
5168,1,2,G2,4,6,27500,Q3,1
5169,1,1,G5,1,3,0,Q1,1
5170,2,2,G3,7,5,21400,Q5,1
5171,1,2,G2,3,6,18000,Q5,1
5172,1,2,G2,3,6,11860,Q4,1
5173,1,2,G4,3,4,2500,Q2,3
5174,2,4,G4,1,4,0,Q2,1
5175,1,2,G5,2,3,0,Q1,3
5176,1,2,G2,4,7,10000,Q5,1
5177,1,1,G3,1,5,17822,Q3,1
5178,1,2,G5,2,5,0,Q3,1
5179,1,2,G3,4,4,5625,Q3,3
5180,2,1,G1,1,4,0,Q2,1
5181,2,3,G5,1,4,1753,Q1,1
5182,1,2,G3,4,7,12500,Q5,1
5183,1,1,G2,3,5,0,Q3,1
5184,2,3,G5,1,2,1500,Q3,1
5185,2,4,G4,1,4,0,Q2,3
5186,1,2,G2,2,4,90,Q2,1
5187,1,2,G4,3,5,3750,Q3,1
5188,1,2,G5,3,4,16900,Q4,1
5189,1,1,G2,2,6,0,Q2,1
5190,1,2,G5,2,6,2800,Q3,3
5191,1,2,G1,2,6,0,Q1,7
5192,1,2,G4,3,4,6565,Q1,3
5193,1,2,G5,2,4,0,Q2,3
5194,2,1,G2,3,5,0,Q2,3
5195,1,2,G5,3,5,0,Q4,2
5196,1,2,G2,3,7,5500,Q4,2
5197,2,4,G4,1,4,0,Q1,1
5198,1,2,G5,4,2,900,Q1,1
5199,1,2,G3,5,7,11722,Q5,4
5200,1,2,G4,6,4,0,Q5,1
5201,1,4,G5,1,2,2880,Q2,3
5202,1,2,G5,2,6,0,Q3,1
5203,1,2,G4,4,6,280,Q4,1
5204,1,1,G4,1,2,1942,Q2,1
5205,1,2,G4,4,4,5,Q4,2
5206,1,4,G5,1,6,7900,Q1,1
5207,2,3,G5,1,2,0,Q2,3
5208,2,4,G4,3,4,11200,Q5,1
5209,1,2,G3,4,6,14000,Q3,1
5210,1,2,G3,3,5,30,Q3,1
5211,1,2,G5,2,3,3025,Q2,1
5212,1,2,G1,2,4,1100,Q1,1
5213,1,2,G2,2,4,5900,Q2,2
5214,1,2,G4,3,7,0,Q4,1
5215,1,2,G3,4,3,36000,Q4,1
5216,2,3,G5,3,2,7502,Q5,1
5217,2,3,G5,1,1,0,Q2,1
5218,2,4,G4,1,5,0,Q3,1
5219,1,2,G4,4,4,0,Q3,1
5220,1,2,G5,2,4,0,Q2,1
5221,1,2,G4,2,5,950,Q1,1
5222,1,2,G4,5,4,11552,Q1,1
5223,1,2,G4,4,4,0,Q4,3
5224,1,2,G3,3,4,0,Q2,3
5225,1,2,G5,2,5,3734,Q2,3
5226,1,2,G3,5,5,1420,Q2,1
5227,1,2,G5,3,4,200,Q4,1
5228,1,2,G5,2,3,2630,Q1,1
5229,1,2,G5,2,6,24000,Q5,5
5230,1,2,G3,3,6,2700,Q2,1
5231,1,2,G2,2,6,10800,Q3,1
5232,2,2,G4,4,4,0,Q1,1
5233,1,2,G5,2,2,0,Q3,1
5234,1,2,G4,3,4,7000,Q3,1
5235,1,2,G2,3,4,2300,Q1,1
5236,1,2,G3,3,4,0,Q1,1
5237,1,2,G5,2,3,14000,Q2,1
5238,2,2,G5,2,2,1000,Q4,1
5239,2,2,G5,2,2,0,Q1,1
5240,1,1,G2,2,4,15,Q1,3
5241,1,4,G3,7,4,9830,Q5,1
5242,1,1,G3,3,4,3100,Q2,1
5243,1,2,G5,3,2,0,Q4,3
5244,1,4,G3,1,4,0,Q1,2
5245,1,2,G3,2,7,7500,Q4,8
5246,1,2,G5,2,7,35000,Q5,1
5247,1,2,G5,2,7,26300,Q5,1
5248,1,4,G4,1,4,3846,Q3,1
5249,1,3,G4,1,4,0,Q1,1
5250,1,2,G5,2,4,7000,Q3,1
5251,1,4,G5,1,2,0,Q1,1
5252,1,2,G2,3,4,677,Q4,1
5253,1,2,G3,4,6,5880,Q4,1
5254,1,2,G5,2,1,50,Q4,3
5255,1,2,G5,2,2,0,Q2,3
5256,1,2,G4,4,4,1500,Q3,3
5257,2,4,G5,1,1,10000,Q2,1
5258,1,2,G5,2,3,0,Q2,1
5259,1,2,G4,3,4,500,Q5,1
5260,1,2,G4,5,5,2180,Q4,1
5261,2,3,G5,2,2,0,Q3,1
5262,1,2,G5,2,4,0,Q3,3
5263,1,2,G3,4,4,4234,Q3,1
5264,1,2,G5,2,3,0,Q4,1
5265,1,2,G3,4,4,3550,Q3,1
5266,1,2,G4,3,4,355,Q4,1
5267,1,2,G5,4,4,0,Q5,1
5268,1,4,G5,1,3,2500,Q2,1
5269,1,2,G4,5,4,99400,Q4,1
5270,1,2,G4,3,4,1616,Q4,1
5271,1,2,G3,4,5,35000,Q3,1
5272,1,2,G5,2,3,0,Q2,3
5273,1,2,G5,3,6,5000,Q5,1
5274,2,3,G5,1,3,820,Q2,1
5275,1,2,G4,4,4,1400,Q2,3
5276,1,2,G3,4,6,0,Q3,1
5277,2,3,G5,1,1,0,Q1,1
5278,1,2,G5,3,6,0,Q5,1
5279,1,2,G4,2,4,3000,Q5,1
5280,1,2,G5,2,6,1750,Q4,2
5281,1,1,G3,1,4,0,Q2,1
5282,1,2,G3,2,4,1500,Q2,1
5283,1,2,G5,2,4,200,Q4,1
5284,1,2,G5,2,6,0,Q4,1
5285,1,2,G2,4,6,10165,Q4,4
5286,1,2,G4,4,6,0,Q4,1
5287,1,2,G3,4,6,0,Q3,1
5288,2,3,G4,1,4,32000,Q3,1
5289,1,2,G2,2,6,9100,Q5,1
5290,1,2,G4,2,4,30,Q2,3
5291,1,2,G4,2,4,0,Q2,1
5292,1,2,G4,4,4,50,Q5,1
5293,1,3,G5,1,2,0,Q3,3
5294,1,2,G5,2,4,25,Q3,1
5295,1,2,G5,2,4,308,Q4,1
5296,1,2,G2,4,6,3800,Q3,1
5297,1,2,G3,3,6,7030,Q4,2
5298,1,2,G5,2,4,1600,Q5,1
5299,2,3,G5,1,3,50,Q4,1
5300,1,2,G2,4,1,2060,Q3,1
5301,1,2,G4,4,4,0,Q3,1
5302,1,2,G5,2,2,1500,Q5,3
5303,1,2,G5,3,7,13000,Q5,1
5304,1,2,G4,4,4,6000,Q5,5
5305,1,1,G2,1,5,0,Q2,2
5306,1,2,G4,3,4,20,Q2,1
5307,2,3,G5,1,4,7000,Q4,1
5308,2,3,G4,3,4,0,Q1,1
5309,1,2,G2,4,5,5566,Q1,1
5310,1,1,G2,1,6,0,Q3,1
5311,1,2,G2,3,5,9000,Q3,1
5312,1,2,G5,2,2,0,Q1,1
5313,2,4,G3,3,4,2629,Q1,1
5314,1,2,G5,2,3,200,Q2,1
5315,1,2,G5,2,2,0,Q3,1
5316,1,2,G5,3,2,0,Q2,1
5317,1,2,G2,4,3,2560,Q2,1
5318,1,2,G5,2,3,0,Q4,1
5319,1,2,G5,2,7,0,Q4,1
5320,1,2,G3,4,4,1000,Q1,1
5321,2,3,G5,1,1,0,Q1,1
5322,2,4,G4,3,3,23450,Q5,5
5323,2,3,G4,3,4,20,Q3,1
5324,1,2,G5,3,4,9000,Q5,5
5325,1,2,G5,3,4,28000,Q5,1
5326,1,2,G3,4,5,10707,Q3,1
5327,1,2,G3,4,6,3588,Q4,1
5328,1,4,G5,2,3,0,Q1,3
5329,1,2,G2,3,6,0,Q4,1
5330,1,2,G4,3,7,400,Q4,1
5331,2,3,G5,2,1,0,Q2,1
5332,1,3,G5,1,4,500,Q5,1
5333,1,1,G2,1,6,9000,Q3,7
5334,1,2,G2,5,4,3230,Q2,1
5335,1,2,G2,3,6,4140,Q3,1
5336,1,2,G3,3,6,5000,Q5,1
5337,1,2,G4,4,4,2300,Q4,1
5338,1,2,G5,3,3,3124,Q3,2
5339,1,2,G3,5,6,500,Q3,1
5340,1,2,G4,4,6,8426,Q4,1
5341,1,2,G4,3,6,3850,Q4,2
5342,2,3,G5,4,1,0,Q1,3
5343,1,2,G4,3,4,5368,Q3,1
5344,1,2,G4,4,2,2660,Q3,2
5345,2,3,G5,1,1,0,Q2,1
5346,1,2,G3,5,5,6566,Q1,1
5347,1,2,G4,3,4,0,Q2,1
5348,1,2,G4,5,6,4800,Q2,1
5349,1,2,G5,2,2,0,Q2,1
5350,1,4,G4,3,4,0,Q1,1
5351,2,3,G5,2,2,0,Q3,1
5352,2,3,G5,1,2,0,Q3,1
5353,1,2,G5,2,4,0,Q2,1
5354,1,2,G3,4,4,0,Q2,2
5355,1,2,G5,3,6,400,Q2,3
5356,1,2,G5,2,2,500,Q4,1
5357,1,2,G4,4,3,0,Q4,1
5358,1,2,G4,4,6,113000,Q5,1
5359,1,2,G5,2,1,0,Q2,1
5360,1,1,G2,2,5,0,Q1,1
5361,2,4,G4,3,2,800,Q3,1
5362,2,1,G2,1,6,0,Q2,2
5363,1,1,G2,1,5,0,Q1,1
5364,1,2,G2,3,6,5829,Q3,1
5365,1,2,G3,4,4,0,Q4,1
5366,2,3,G3,2,4,0,Q2,1
5367,1,2,G4,4,5,0,Q4,1
5368,1,2,G5,2,6,9000,Q5,1
5369,1,2,G3,3,6,6000,Q2,3
5370,1,4,G5,1,2,0,Q1,1
5371,2,3,G4,2,4,1000,Q5,1
5372,2,4,G4,3,4,24000,Q3,1
5373,1,2,G5,1,3,0,Q2,1
5374,2,3,G5,1,2,0,Q2,3
5375,2,3,G5,2,1,0,Q2,3
5376,1,2,G4,4,4,13960,Q4,5
5377,2,4,G4,2,5,0,Q1,1
5378,2,3,G5,1,2,0,Q3,1
5379,2,3,G4,1,5,11500,Q4,2
5380,1,2,G3,5,5,4825,Q3,1
5381,1,2,G5,3,6,10000,Q5,1
5382,2,3,G5,1,3,0,Q1,3
5383,1,2,G2,5,4,3600,Q1,1
5384,1,2,G3,2,4,10274,Q4,4
5385,1,2,G3,4,7,0,Q5,1
5386,1,2,G5,2,6,0,Q4,2
5387,2,3,G5,1,1,0,Q1,1
5388,1,2,G3,4,1,7000,Q2,1
5389,1,2,G5,2,2,2020,Q2,1
5390,2,3,G5,1,5,0,Q5,3
5391,1,1,G1,1,6,0,Q2,3
5392,2,4,G2,3,4,0,Q1,1
5393,1,2,G5,2,4,0,Q2,1
5394,1,2,G5,4,4,13500,Q5,1
5395,1,2,G4,5,4,2000,Q2,1
5396,1,2,G3,4,4,3830,Q4,5
5397,1,2,G4,4,6,0,Q1,1
5398,2,4,G4,1,6,14000,Q5,3
5399,1,2,G5,5,7,0,Q5,1
5400,2,3,G5,3,1,0,Q3,3
5401,1,2,G2,4,5,4000,Q2,2
5402,1,2,G3,3,3,3600,Q1,1
5403,2,4,G4,1,3,0,Q1,1
5404,1,2,G4,5,4,1283,Q2,1
5405,1,2,G3,6,6,27942,Q1,2
5406,2,3,G4,2,3,5000,Q4,1
5407,1,2,G5,2,6,0,Q3,1
5408,1,2,G4,6,4,9000,Q5,1
5409,1,2,G2,2,5,0,Q3,2
5410,1,2,G5,2,3,0,Q3,3
5411,1,2,G5,2,1,0,Q3,3
5412,1,3,G5,1,3,0,Q3,3
5413,1,2,G4,4,6,8800,Q4,9
5414,2,1,G5,1,3,300,Q1,4
5415,1,2,G5,2,3,1500,Q3,1
5416,1,2,G2,4,6,0,Q4,1
5417,1,2,G4,3,2,0,Q2,1
5418,1,2,G2,3,4,2230,Q2,1
5419,1,2,G5,2,2,0,Q2,1
5420,1,2,G2,3,6,4400,Q5,8
5421,1,2,G5,3,4,0,Q2,3
5422,1,2,G5,4,5,0,Q3,3
5423,1,2,G2,3,7,300,Q4,1
5424,1,3,G5,1,3,0,Q3,1
5425,1,2,G2,4,5,0,Q2,1
5426,1,2,G3,4,6,7000,Q2,1
5427,1,2,G3,3,4,1402,Q1,1
5428,1,2,G3,4,6,0,Q2,1
5429,1,2,G4,3,6,552500,Q5,6
5430,1,2,G4,3,6,1800,Q4,1
5431,1,4,G5,1,2,0,Q1,1
5432,1,2,G3,5,4,4600,Q2,3
5433,1,2,G5,3,1,0,Q1,1
5434,1,2,G3,5,5,291,Q4,2
5435,1,2,G2,3,6,6600,Q3,1
5436,1,2,G3,2,4,6400,Q3,3
5437,2,3,G5,1,1,0,Q1,1
5438,1,2,G5,3,3,0,Q3,1
5439,1,2,G5,4,4,0,Q4,1
5440,1,2,G5,4,7,155852,Q5,4
5441,2,3,G5,1,1,0,Q1,1
5442,1,2,G3,3,4,20,Q4,1
5443,1,4,G5,1,6,0,Q2,3
5444,2,3,G5,3,2,60,Q3,3
5445,1,2,G5,2,3,3500,Q3,3
5446,1,2,G3,2,4,2420,Q4,1
5447,1,4,G3,1,4,3047,Q1,1
5448,1,2,G4,5,6,0,Q2,1
5449,2,3,G5,2,1,0,Q1,1
5450,1,2,G5,3,3,0,Q3,3
5451,1,2,G3,4,4,0,Q2,1
5452,2,4,G3,4,4,6300,Q3,1
5453,1,1,G2,2,6,5000,Q2,1
5454,1,2,G4,4,6,65000,Q5,1
5455,1,3,G5,4,4,17000,Q5,1
5456,1,2,G3,3,6,9900,Q4,1
5457,1,2,G5,2,5,0,Q4,1
5458,1,2,G5,2,4,9500,Q5,1
5459,2,3,G5,2,2,600,Q3,1
5460,1,2,G3,4,6,27000,Q5,4
5461,1,2,G4,4,5,9200,Q2,1
5462,1,2,G4,4,5,0,Q3,2
5463,2,4,G4,1,2,0,Q1,3
5464,1,2,G5,3,3,0,Q4,1
5465,1,4,G5,1,6,0,Q1,1
5466,1,2,G3,4,4,0,Q3,1
5467,1,2,G5,2,7,5407,Q5,1
5468,2,4,G4,1,4,3000,Q2,2
5469,2,3,G5,1,1,0,Q2,3
5470,1,3,G5,1,4,0,Q2,3
5471,2,3,G5,1,3,0,Q1,3
5472,1,2,G4,2,6,0,Q5,7
5473,1,2,G2,4,6,6600,Q2,1
5474,1,2,G3,3,5,4690,Q2,1
5475,1,2,G3,4,4,840,Q2,2
5476,1,2,G4,4,6,3000,Q3,1
5477,1,2,G3,4,4,12000,Q2,1
5478,1,2,G5,2,4,0,Q3,2
5479,1,2,G3,4,7,0,Q5,1
5480,1,2,G5,2,6,30000,Q5,8
5481,1,2,G5,3,6,29000,Q2,1
5482,1,2,G2,3,6,12500,Q4,1
5483,1,2,G5,7,2,1300,Q4,3
5484,2,3,G5,1,1,0,Q1,3
5485,1,2,G5,2,3,0,Q3,3
5486,2,3,G5,1,4,0,Q2,3
5487,1,2,G5,2,4,0,Q3,3
5488,1,2,G5,2,4,1400,Q5,3
5489,2,3,G5,1,1,0,Q1,1
5490,1,2,G5,2,3,0,Q3,3
5491,1,3,G4,3,4,9000,Q2,3
5492,1,2,G5,2,3,0,Q2,1
5493,1,2,G4,2,4,0,Q5,1
5494,2,3,G5,1,1,0,Q1,1
5495,1,2,G5,3,2,9860,Q4,1
5496,1,2,G4,5,4,2000,Q1,1
5497,1,1,G3,3,4,0,Q3,1
5498,1,2,G4,3,4,1200,Q5,1
5499,1,2,G3,5,4,4400,Q3,1
5500,1,1,G2,1,4,7100,Q4,1
5501,1,2,G5,2,4,13000,Q3,3
5502,1,2,G3,5,6,18850,Q5,2
5503,1,1,G2,1,4,0,Q3,2
5504,1,2,G3,2,4,20,Q2,1
5505,1,2,G3,6,4,3100,Q2,1
5506,2,3,G5,1,2,0,Q1,1
5507,1,1,G3,2,6,5000,Q5,2
5508,1,2,G5,2,2,5000,Q5,1
5509,1,3,G5,2,4,4000,Q3,1
5510,1,2,G4,3,6,0,Q5,1
5511,1,2,G3,4,6,16435,Q4,1
5512,2,3,G5,1,2,0,Q2,3
5513,1,2,G5,2,2,0,Q5,3
5514,2,1,G2,1,5,0,Q3,3
5515,1,2,G5,2,4,0,Q3,1
5516,1,2,G5,2,4,0,Q2,3
5517,2,3,G5,1,2,0,Q1,1
5518,1,2,G5,2,3,7410,Q3,1
5519,2,3,G5,1,4,0,Q1,3
5520,1,2,G4,3,4,0,Q5,1
5521,1,2,G4,4,7,19200,Q5,1
5522,1,2,G4,4,4,0,Q2,1
5523,1,1,G2,1,6,0,Q1,1
5524,2,3,G5,1,2,0,Q2,3
5525,2,4,G5,1,2,0,Q1,1
5526,2,3,G5,1,2,1500,Q1,1
5527,2,3,G5,1,2,0,Q2,1
5528,1,2,G5,2,3,0,Q1,3
5529,2,3,G5,1,2,200,Q4,2
5530,1,4,G5,2,2,5500,Q3,1
5531,1,1,G1,1,4,0,Q1,2
5532,2,3,G5,1,2,0,Q2,1
5533,2,4,G4,1,4,0,Q1,1
5534,1,2,G5,2,4,80,Q2,1
5535,1,2,G5,4,6,4500,Q5,1
5536,2,3,G4,2,2,0,Q2,1
5537,2,4,G4,1,4,6000,Q1,1
5538,1,2,G5,2,4,0,Q2,3
5539,2,3,G4,1,2,3000,Q2,1
5540,2,3,G5,1,2,0,Q3,1
5541,1,2,G3,4,5,4750,Q4,1
5542,1,2,G4,4,5,6000,Q3,1
5543,1,2,G5,2,3,0,Q2,3
5544,1,2,G5,2,3,1440,Q5,3
5545,1,2,G4,4,6,3000,Q3,1
5546,2,3,G5,1,1,1000,Q2,2
5547,1,2,G2,4,4,7500,Q2,1
5548,2,3,G5,1,2,100,Q2,3
5549,1,2,G5,2,6,5000,Q4,1
5550,1,2,G5,3,4,2000,Q2,1
5551,1,2,G4,2,5,0,Q1,1
5552,1,2,G5,2,3,10100,Q2,3
5553,1,2,G2,4,5,2012,Q3,3
5554,1,2,G3,3,4,4714,Q1,1
5555,2,3,G5,1,1,0,Q2,1
5556,2,3,G5,1,1,0,Q3,1
5557,1,2,G5,2,2,0,Q1,1
5558,1,2,G4,4,6,0,Q4,1
5559,1,2,G4,3,5,12500,Q2,2
5560,1,2,G3,6,6,3600,Q4,1
5561,1,2,G5,4,2,1500,Q5,1
5562,2,3,G5,1,4,0,Q4,1
5563,1,2,G5,2,2,4570,Q5,1
5564,1,2,G4,4,5,16696,Q5,1
5565,1,2,G5,2,2,3500,Q5,1
5566,1,2,G5,2,4,14000,Q4,1
5567,1,2,G5,3,4,31450,Q5,3
5568,1,2,G4,4,4,1700,Q4,2
5569,1,2,G3,2,4,38800,Q5,3
5570,1,2,G5,2,3,100,Q3,1
5571,1,2,G1,3,5,13400,Q2,2
5572,2,4,G4,1,3,0,Q3,1
5573,1,2,G4,4,4,3800,Q2,1
5574,1,4,G5,1,4,150,Q1,1
5575,1,2,G2,5,4,7720,Q1,1
5576,1,2,G3,4,4,4000,Q2,1
5577,1,2,G3,4,6,4000,Q5,7
5578,2,3,G5,1,2,1000,Q3,3
5579,1,2,G5,2,3,2750,Q4,3
5580,1,2,G2,4,6,1200,Q3,1
5581,1,2,G4,2,4,12800,Q2,1
5582,1,2,G5,2,6,135000,Q5,1
5583,1,2,G4,2,6,10000,Q4,1
5584,1,2,G4,3,5,550,Q4,1
5585,1,2,G2,4,4,1500,Q2,1
5586,1,2,G5,2,2,200,Q3,1
5587,2,3,G5,1,2,0,Q2,3
5588,1,2,G5,3,4,42580,Q3,3
5589,1,2,G3,3,4,8800,Q1,1
5590,1,2,G5,4,3,850,Q3,1
5591,2,3,G5,1,3,1000,Q3,1
5592,1,2,G3,3,5,19120,Q3,2
5593,1,2,G4,4,3,11100,Q2,3
5594,1,2,G5,2,5,5700,Q5,3
5595,2,2,G4,3,4,4000,Q3,1
5596,1,2,G5,3,3,500,Q4,1
5597,1,2,G4,5,4,0,Q5,3
5598,1,2,G2,2,4,0,Q2,1
5599,1,2,G4,2,3,0,Q4,3
5600,1,3,G4,2,2,5000,Q2,3
5601,1,2,G5,2,4,0,Q3,3
5602,1,2,G4,2,4,14900,Q2,1
5603,1,2,G4,2,4,0,Q5,2
5604,1,2,G4,4,6,0,Q5,1
5605,1,2,G3,4,4,0,Q4,1
5606,1,2,G5,2,3,0,Q1,1
5607,2,3,G5,1,2,0,Q1,1
5608,1,2,G4,6,5,10250,Q3,1
5609,1,2,G5,3,2,940,Q3,1
5610,1,2,G4,4,6,21120,Q1,1
5611,1,2,G4,3,7,51500,Q5,1
5612,1,2,G3,4,5,18000,Q4,1
5613,1,2,G5,2,4,0,Q3,1
5614,1,2,G5,3,4,19000,Q5,1
5615,1,2,G1,4,4,1520,Q1,1
5616,1,2,G5,2,2,13900,Q5,2
5617,1,2,G4,4,4,5000,Q5,2
5618,1,2,G3,6,4,15900,Q3,1
5619,2,3,G4,3,5,30,Q4,8
5620,1,2,G4,2,5,26624,Q5,3
5621,1,2,G5,3,4,50,Q4,8
5622,1,2,G4,6,3,9100,Q2,1
5623,1,2,G5,2,4,0,Q2,1
5624,1,2,G5,3,4,2540,Q5,1
5625,1,4,G4,3,2,2100,Q2,1
5626,1,2,G3,4,5,11300,Q5,1
5627,2,3,G4,3,4,2564,Q1,1
5628,1,2,G3,4,6,8000,Q4,1
5629,1,2,G5,2,4,0,Q5,3
5630,2,3,G5,2,4,3000,Q3,1
5631,1,2,G3,3,4,6130,Q5,1
5632,1,4,G5,1,2,0,Q1,3
5633,2,2,G3,4,5,0,Q2,1
5634,1,2,G1,3,5,200,Q4,3
5635,2,2,G4,4,4,4000,Q3,1
5636,1,2,G5,2,6,20000,Q3,4
5637,1,1,G5,1,3,5000,Q1,1
5638,1,2,G5,3,2,5000,Q5,3
5639,1,2,G5,2,4,1000,Q5,1
5640,1,2,G3,4,6,3000,Q5,1
5641,1,2,G5,2,4,910,Q4,1
5642,1,2,G4,4,4,0,Q5,1
5643,1,4,G2,1,5,0,Q1,1
5644,1,2,G4,3,6,32000,Q5,1
5645,2,2,G5,2,2,0,Q3,3
5646,1,2,G5,2,2,0,Q5,3
5647,2,3,G5,1,2,0,Q4,1
5648,2,3,G5,1,1,0,Q1,1
5649,2,3,G5,1,1,0,Q1,1
5650,1,2,G5,2,3,0,Q5,1
5651,1,2,G5,3,4,0,Q4,1
5652,1,2,G4,4,7,5000,Q5,1
5653,1,2,G2,3,6,0,Q4,1
5654,1,2,G5,3,7,0,Q5,6
5655,2,3,G4,2,7,0,Q4,2
5656,1,2,G4,4,6,60000,Q4,1
5657,1,2,G4,4,6,3000,Q5,1
5658,1,2,G3,3,7,9825,Q4,2
5659,1,2,G2,3,5,27500,Q3,4
5660,1,2,G5,2,7,49000,Q5,1
5661,2,1,G2,2,5,0,Q3,1
5662,2,4,G5,1,2,0,Q2,1
5663,1,2,G2,3,7,8610,Q1,1
5664,1,2,G5,2,4,0,Q1,1
