id,edu,age,debt,equity,income,slack,cs
241100252,5,G3,0,85668,5675,4890,2855
241100282,6,G4,11500,42663,9013,8411,4380
241100322,4,G3,1300,770,3156,2783,1034
241100332,4,G4,9500,6320,7530,6510,4950
241100362,4,G3,12660,11910,9510,7702,6110
241700201,5,G3,10000,15198,2452,1622,3350
241700371,1,G5,0,3020,1199,1195,708
241800241,4,G5,2039,8051,1428,1070,879
241800271,1,G5,0,1708,1224,NA,690
241800321,2,G5,28000,28440,5802,3108,1460
241800391,3,G5,0,37112,1807,1404,718
241900331,1,G5,0,14628,1850,1702,886
241900351,2,G5,0,2800,1563,1522,1076
241900371,2,G5,0,27007,2285,2081,1364
241900381,4,G2,9960,23917,19780,18445,5680
242000342,1,G5,0,4860,1146,1049,808
242100322,3,G5,0,37876,2161,2091,1308
242100352,1,G5,0,633,460,451,460
242700211,6,G4,0,26350,6568,5433,3063
242700311,3,G5,0,11532,8038,7493,1793
242700321,4,G5,0,9260,2482,2461,514
242700361,3,G5,0,6050,1247,1111,428
242900201,4,G5,0,235,1043,1043,457
242900381,4,G5,2728,13138,3256,2680,1789
243000312,3,G5,580,460,1538,1487,1528
250000212,6,G5,400,25348,9798,8788,3522
250100202,7,G3,6480,8810,8014,6446,4452
250100362,4,G5,1100,54002,4032,3657,1080
250700291,7,G5,13400,171196,10807,8577,3700
250700331,7,G3,10438,10310,5444,4370,2447
250800291,4,G4,0,1100,804,803,1666
250800331,4,G4,5250,9064,2626,1875,1714
250900201,6,G4,23320,41090,14237,11335,3462
250900241,6,G2,5080,5000,1364,589,2622
250900261,5,G4,600,3700,4139,3838,1141
250900331,6,G4,250,2303,3528,3027,2289
251000202,5,G2,0,26846,9545,6332,2520
251000212,4,G2,430,720,2440,2327,1642
251000242,6,G3,686,10750,2942,2740,1148
251000312,4,G5,1000,79480,4248,3767,2300
251000362,2,G5,1000,29000,2630,2591,1426
251000392,3,G5,2600,13897,4087,3788,1762
251100232,3,G5,0,220,508,508,574
251100362,3,G5,0,1300,1420,1419,1105
251100382,1,G5,0,3325,733,730,568
251100392,3,G5,0,6250,1442,1429,936
251700361,4,G3,0,14383,3790,3422,1878
251800291,4,G5,0,46360,4423,3934,2920
251800371,4,G5,0,15300,2051,2040,1095
251900251,4,G3,1485,NA,2645,2522,2964
251900281,3,G5,2000,17600,2820,2659,1294
251900331,3,G5,0,340,3556,3265,924
251900381,2,G5,0,2300,968,966,754
252000202,7,G5,0,49500,297,225,1752
252000262,6,G2,1500,2900,4454,3827,2086
252000322,3,G5,0,3590,3716,3494,1684
252000352,4,G4,7242,8376,5044,4218,2000
252000392,2,G5,0,1320,1819,1817,586
252100212,6,G2,8700,15502,4226,3554,3180
252100242,6,G3,4000,51460,9470,7345,6870
252100282,7,G3,0,65100,478,447,290
252100322,6,G4,23000,99350,13978,9854,4412
252100362,1,G4,12000,7290,5374,4454,2704
252100382,3,G5,0,118100,1097,1015,854
252700371,1,G5,0,4414,799,NA,552
252800321,6,G5,770,430930,5989,5635,2745
252800351,1,G5,0,7440,2073,2018,910
252900311,6,G5,0,16040,1483,1416,544
252900321,1,G5,0,6010,838,831,670
252900341,1,G5,0,15,388,388,405
253000202,6,G5,16900,35080,3643,2916,2736
253100242,4,G4,13000,NA,8962,3982,1354
253100302,2,G5,0,1250,1052,1041,868
260000222,6,G4,3600,54626,15369,13071,5640
260000232,4,G4,4000,69755,11380,8493,3015
260000242,4,G3,17700,12080,5614,4488,2750
260000262,4,G5,0,820,899,869,770
260000282,2,G5,3750,175550,62752,37639,7868
260000312,5,G2,6500,4170,4792,4260,3165
260000342,2,G5,0,17690,11243,10228,4180
260100272,4,G4,3000,11300,2010,1618,1380
260100312,4,G3,1000,15510,9431,8858,3352
260100332,7,G5,0,54140,11526,9745,4987
260700211,4,G5,1000,59400,5088,4554,2610
260700271,6,G5,20500,80499,5345,4356,1690
260700281,5,G4,13000,76206,24307,19976,3474
260700311,5,G4,0,5100,1594,1404,1440
260700371,4,G2,1000,24010,3361,3181,2284
260700391,4,G4,10600,29908,4943,3804,2915
260800371,4,G4,31000,98500,17737,16624,4839
260800381,2,G5,0,13500,1024,1013,413
260900201,3,G5,0,5168,2749,2721,1091
260900221,4,G4,4300,1992,2711,2616,1462
260900241,6,G5,0,22711,3943,3864,2720
260900311,2,G5,2220,5496,3848,3610,2143
260900351,4,G5,2100,33508,11000,9656,4436
260900361,4,G5,12750,60124,5009,3664,1716
261000202,4,G5,4400,174270,7271,6316,4110
261000242,4,G5,3000,98155,2431,1865,933
261000302,4,G5,825,18495,3613,3472,1926
261000392,2,G5,0,698,662,653,481
261100272,4,G3,4800,10410,7260,5921,2360
261100342,2,G5,0,13274,8646,5984,2600
261100362,2,G5,0,98,1220,1154,1046
261700241,2,G5,0,30,500,499,410
261700321,6,G4,15004,50850,12760,10635,5101
261800211,3,G4,0,624,1087,1064,1216
261800221,4,G4,1600,34588,15889,13150,2764
261800231,6,G2,9507,4423,4655,3945,1349
261800261,2,G5,100,26492,2224,2123,1331
261800281,5,G2,0,33400,5834,4948,1870
261800331,4,G5,0,25430,6748,5382,1334
261800351,5,G4,975,NA,2639,2572,1716
261900221,1,G5,0,50,1022,1021,823
261900301,4,G5,0,45450,1914,1849,1484
261900311,4,G5,202,3358,5500,5132,2880
261900321,4,G5,0,1335,3125,2626,1663
261900341,4,G4,0,13407,5471,4340,3958
262000332,2,G5,0,4725,1001,962,635
262000352,1,G5,0,2603,796,793,388
262100212,4,G4,0,7184,3196,3165,1940
262100312,1,G5,0,760,852,851,706
262100392,4,G5,0,13500,5344,5173,1094
262700341,3,G4,13500,187142,15188,13598,2110
262800301,3,G5,10000,35836,6179,5658,1426
262800371,5,G2,29776,8613,4532,3464,2148
262900341,6,G5,2000,96105,9537,8214,3526
262900371,3,G5,0,30140,2021,1587,1435
270100362,5,G3,14759,17621,6727,5231,3334
270100372,4,G4,100,95315,9246,5999,3820
270700351,7,G5,0,15149,8104,7629,3450
270800331,4,G5,0,23098,7483,5022,3210
270800361,4,G5,0,10800,2452,1999,1270
270800381,2,G5,200,4736,1063,1043,524
270900351,4,G5,20,38500,3833,3788,2490
270900361,6,G5,76100,70050,6270,3869,2203
271000342,4,G1,0,337,4142,3825,2654
271000382,7,G4,0,77996,17706,14016,3968
271100392,4,G5,70,15490,1452,1289,1515
271700341,2,G5,0,120,1280,1279,546
271700381,3,G5,500,29780,2428,2279,1200
271800351,3,G5,0,12080,1146,1006,867
272000302,2,G5,0,10000,4540,4298,1050
272100312,4,G3,15400,15888,8947,7266,5992
272100352,6,G5,3000,77080,3804,3597,2920
272700301,2,G5,0,10010,673,217,419
272700331,5,G4,0,29469,7478,6691,3880
272900331,4,G2,0,296,4580,4316,2790
273100302,6,G2,4500,24000,4704,4114,3066
280000312,2,G5,0,7515,NA,2319,1388
280000322,6,G3,0,10922,5854,4735,2265
280000362,4,G2,8590,12985,6520,6178,2118
280100372,2,G5,500,3380,2007,1907,905
280800321,1,G5,0,5283,1468,262,1062
280800341,4,G4,20000,64931,5498,3211,2692
280800361,6,G5,23230,38607,15184,12303,4398
281000372,4,G5,690,5270,2480,2334,1750
281100312,4,G4,32500,47976,19857,15561,3722
281700311,3,G4,5700,8520,4320,3575,NA
281700391,4,G4,0,79217,5538,5054,4600
281800381,4,G4,0,20762,10103,8871,2162
281900301,5,G4,16610,46500,12075,9591,5080
282000342,5,G3,30600,67800,6105,4565,1916
282000352,3,G5,500,18070,2647,2569,2464
282000382,1,G5,0,5245,1155,1149,669
282100302,2,G5,1800,5366,2284,2153,1479
282100362,5,G3,11000,32730,9545,7457,2384
282100392,4,G4,2001,8826,4110,3454,3067
282700301,5,G4,3500,39705,9665,7793,6300
282700341,2,G5,1000,24300,2485,2357,1083
282800351,3,G4,5000,39654,5203,4788,2778
282800371,6,G4,0,21813,1568,1258,4988
282800391,4,G5,0,29140,3301,2808,3240
282900361,3,G5,1000,17034,3823,3789,1969
283000312,1,G5,0,300,1856,1835,702
283100332,2,G5,0,8620,1450,1398,1110
283100342,4,G5,48,48178,1937,1872,1265
290000342,4,G5,0,3188,3390,3061,1786
290000382,5,G4,200,71920,12602,10275,5250
290100202,5,G4,25500,5436,3550,2493,4680
290100242,3,G5,0,160500,3808,3630,1970
290100312,4,G4,0,117200,4108,2165,1490
290100342,2,G5,0,200,4885,4649,688
290100352,6,G5,12800,74800,5271,4297,2340
290100382,4,G3,100,440,3087,2874,2026
290700301,3,G5,0,16194,1551,1039,810
290700351,4,G4,5000,11786,3999,2487,2451
290800241,4,G3,4000,23388,5905,5192,2710
290900241,2,G5,NA,102300,3875,3697,1952
290900311,5,G4,2000,38960,7176,6331,3448
290900351,3,G5,6000,316238,10271,8589,2184
290900371,4,G3,3200,NA,6904,5493,2996
291000312,3,G5,0,902,2015,1944,1180
291000352,6,G3,8500,6173,10723,8222,2713
291100202,5,G4,73450,45300,8998,6172,2044
291100342,4,G5,100,77280,2155,1967,1570
291100352,5,G3,11000,28360,5832,5275,3266
291700311,4,G3,0,14020,5534,5244,3529
291700341,7,G5,9000,81800,9455,8392,3320
291800251,4,G5,700,800,1983,1882,945
291800341,2,G5,0,124045,4216,3865,890
291900221,5,G3,27600,50974,7491,6299,3000
294800261,6,G4,9100,124480,18161,14555,2952
310000102,5,G5,26800,78200,3816,3040,3830
310000152,4,G2,7300,NA,2875,2759,1760
310000182,3,G5,18000,32220,3769,2775,2400
310000212,4,G5,6330,NA,2843,2487,1105
310000282,4,G3,1000,60740,4243,3860,1846
310000332,4,G4,0,18260,7021,6522,2016
310000352,3,G5,0,33248,4032,3863,1400
310100232,4,G5,0,33248,389,314,1632
310100242,4,G5,0,31165,5173,4689,3528
310100262,1,G5,0,11700,914,895,646
310100332,4,G5,6000,132800,8120,6712,2974
310101152,6,G2,39000,143940,6775,3900,4136
310700111,6,G2,0,16445,8040,7781,2450
310700221,1,G5,0,2010,783,781,621
310700361,6,G4,0,45850,7420,6569,2170
310800161,4,G1,100,11564,6749,5837,3480
310800171,4,G5,9000,17400,4353,3937,2226
310800301,6,G5,45000,346208,6546,5118,4237
310900151,6,G5,0,332100,9541,8444,6250
310900191,4,G4,6000,NA,9349,7732,5030
310900231,5,G3,50000,70694,10390,8234,4880
310900241,2,G5,4450,3810,2240,1911,1005
311000282,4,G5,0,10550,3344,3068,3020
311100152,5,G3,6500,186350,7197,6469,2420
311100232,6,G4,0,17200,3095,2656,1753
311100272,4,G3,3500,NA,3855,3631,1493
311100342,6,G2,35500,112220,11392,9943,3239
311700211,2,G5,0,14130,5988,5861,2082
311700391,4,G2,0,2211,1344,1260,1249
311800151,3,G5,0,81020,4886,4196,1273
311800231,7,G3,27000,114733,10441,8547,4806
311800281,4,G4,21291,188009,9953,8041,7010
311800301,4,G5,0,7904,1323,1221,502
311800341,6,G2,11200,3075,7165,6197,2828
311800351,7,G4,2000,232202,69420,42795,10052
311800361,6,G4,11000,41200,21798,18938,6100
311900141,6,G4,0,254962,15904,13120,4840
311900271,3,G4,382,27278,3616,3112,2480
311900281,4,G5,0,71010,1515,1429,1912
311900291,3,G5,0,57350,2408,2254,2356
312000132,5,G2,0,11070,4897,4562,3140
312000202,6,G3,950,30758,6705,6078,3060
312000212,4,G4,0,34440,5726,5336,2934
312000242,1,G5,0,1446,1556,1540,1495
312000292,5,G4,7960,2349,6006,5142,3555
312000322,4,G5,0,22090,3079,2755,1476
312000332,6,G3,40000,67000,9806,7909,2440
312000362,6,G5,12000,200520,28629,22773,5280
312100142,5,G3,0,13324,4386,4060,2940
312100162,5,G3,15000,47550,9730,8569,2254
312100182,4,G2,0,330,2590,2367,1576
312100232,1,G5,0,7200,986,958,321
312100282,6,G4,0,21407,7304,6144,4826
312100342,6,G2,18000,70876,8142,6949,4900
312100352,6,G2,50764,68716,7145,4790,4906
312100362,7,G5,20000,55680,8325,7689,2706
312700111,5,G2,3056,4840,3843,3465,4252
312700151,3,G5,0,76500,2592,2462,940
312700161,4,G3,0,114854,4382,3853,2536
312700301,4,G5,200,3188,1458,1124,1208
312700321,6,G3,7425,6195,3474,2590,2200
312700331,4,G3,0,53063,9761,9521,773
312800221,2,G5,0,14817,1462,1390,1412
312800351,6,G4,18000,121148,11060,7203,4270
312800361,6,G3,500,43052,6909,6062,3536
312900231,6,G3,0,83146,8123,7504,3910
312900251,5,G3,3020,58227,4219,3373,2935
312900311,4,G5,886,284,1269,1018,2518
313000132,6,G3,1300,496,3391,3062,1970
313000162,4,G5,3000,8748,1342,1111,1090
313000272,4,G2,1066,NA,2262,1894,1765
313000302,4,G4,0,12394,3455,3194,2520
313100182,5,G3,0,2000,3324,2532,2786
313100292,2,G5,27830,21830,8310,6967,1685
313100322,4,G3,3010,14062,7328,6814,6172
313100332,4,G1,10927,4725,3076,2700,1678
313100362,5,G5,14313,14119,3813,2812,1980
313700121,3,G5,0,24800,775,760,500
313700161,3,G5,22000,7650,13211,11187,3172
313700241,3,G4,0,26852,2270,2034,1350
313700261,2,G5,1700,14370,872,859,697
313700301,6,G4,8925,13656,3577,2646,2734
313800131,3,G4,0,1970,1637,1510,1705
313800201,6,G3,9400,NA,4937,4504,3000
313800341,6,G3,600,700,1275,1229,1230
313800371,4,G4,26350,71785,9228,7331,2990
313900101,6,G3,1000,NA,5043,4745,1020
313900211,5,G4,75000,190282,18900,14210,5338
313900321,3,G3,0,350,3514,2225,1200
313900341,6,G1,3615,14725,2492,2187,2388
313900391,5,G3,5000,68902,7618,6260,2460
314000132,6,G2,2000,5920,4720,4194,3580
314000142,6,G3,23740,148090,4994,3151,4180
314000162,5,G3,0,8740,3712,2798,2036
314000192,4,G5,18000,40024,7824,6994,6150
314000312,4,G4,1100,NA,3927,3446,2371
314000392,6,G2,8400,30246,8740,7229,4483
314100382,4,G3,6500,20980,4853,4078,2420
314700381,4,G5,0,4400,3349,3046,3220
314800111,6,G2,0,114392,11124,8346,2460
314800381,7,G5,0,1050,1725,1715,1104
314900141,1,G5,0,2330,1005,987,854
314900181,6,G2,12000,37684,4230,1804,3794
314900321,6,G3,0,28822,9459,7891,3740
314900331,6,G2,9600,7265,6561,5183,2441
314900391,5,G3,38500,24547,3879,2814,2630
315000162,1,G5,45,125,808,805,552
315000192,4,G3,8789,15900,6825,6111,3857
315100102,6,G4,0,48446,3356,NA,3306
315100122,2,G5,0,1362,1160,1160,680
315100342,6,G3,1200,700,1904,1880,1352
315100382,6,G5,0,33263,3184,2927,2262
315700151,5,G4,1850,3850,4082,3720,870
315700161,4,G4,12704,31400,6827,5986,2200
315700191,6,G4,500,22578,4149,3843,2304
315800171,4,G5,1400,73124,12769,11365,3553
315900121,2,G5,0,19030,1084,1078,690
315900171,1,G5,0,866,1419,1419,768
315900311,5,G4,10850,35972,14577,12672,6000
315900321,6,G5,410,63168,15103,12657,6670
316000112,3,G5,13500,48322,1814,1755,1313
316000162,6,G4,3400,17042,4532,3999,2196
316000172,3,G5,0,20009,3534,3517,1802
316000302,4,G4,0,2550,3735,1715,980
316000332,4,G3,15920,59372,8733,6776,3646
316100132,1,G5,0,21002,713,649,360
316100152,6,G2,11500,16380,4721,3906,1910
316100192,6,G1,0,5350,10346,8827,5330
316100352,1,G5,0,630,842,842,775
316100362,6,G2,23650,NA,2819,2469,1120
316100382,2,G5,0,17100,2615,2591,1960
316700141,4,G3,0,3280,5219,4892,2848
316700161,4,G4,3000,222300,3666,3065,1158
316700171,6,G3,15015,13189,4902,3329,3521
316700301,4,G5,0,83576,14151,12246,4049
316800321,4,G5,1100,2205,1804,1761,1106
316800341,2,G5,0,23122,6830,6106,1391
316900111,2,G5,0,26180,3712,3468,2290
316900141,7,G2,23400,36456,6039,3702,4603
316900321,7,G4,11500,40700,10194,8023,6000
316900361,6,G2,27300,60560,10229,7751,4080
317000142,6,G5,0,140120,7016,5402,2100
317000392,4,G5,0,68130,5246,4562,4772
317100102,6,G3,16300,14007,974,229,1557
317100162,5,G2,580,31020,7183,5806,1372
317700391,6,G3,44500,NA,12788,9885,3447
317800151,6,G3,18000,174890,12890,9845,4210
317800171,4,G3,11400,605,4805,4397,2354
317900151,3,G5,0,1996,1585,1584,698
317900171,2,G5,1000,130596,3317,2809,1572
317900351,6,G5,10000,374600,7075,4515,5060
317900391,4,G4,3300,14901,7092,6325,5570
318000312,4,G2,0,7269,2832,2414,1840
318100382,1,G5,0,49520,4217,4131,1494
318700101,3,G5,0,13070,1204,969,862
318800311,3,G5,1870,51736,6234,5848,1860
318900131,3,G5,487,NA,813,762,756
318900191,4,G5,2000,158290,4275,2706,3480
319000122,4,G3,0,4700,1986,1901,2290
319100142,6,G5,3600,76700,5844,5570,1944
319700141,4,G5,500,122000,1803,1635,1151
319800141,5,G2,0,7950,1043,914,850
320000222,3,G5,2000,25940,12845,11888,4762
320000252,7,G5,2300,2221,3240,2951,3170
320000312,4,G3,5000,5546,4013,3566,2654
320000352,3,G5,50,30020,2392,2146,1017
320000362,6,G3,4565,8610,2943,2563,2385
320100202,6,G4,27100,51895,18688,14335,3594
320100212,6,G2,11360,72752,10564,8546,2596
320100232,5,G5,0,107041,7679,7158,2712
320100342,4,G5,0,40258,2948,2686,1597
320700211,4,G5,0,46080,1175,805,900
320700241,3,G5,0,64280,4979,4166,2768
320700311,4,G5,3300,104650,4247,3656,2626
320700371,6,G4,0,63059,8379,6518,3510
320800201,2,G5,0,8126,3013,2916,1282
320800221,5,G4,4336,16026,5555,5064,2554
320800371,6,G5,23000,233152,10278,9046,2508
320900281,2,G5,0,15870,1590,1573,962
320900361,2,G5,15000,192050,2958,2155,1252
321000212,6,G4,600,NA,1131,992,710
321000332,4,G4,0,15952,2268,1796,1786
321000372,2,G5,NA,11569,10391,9796,4670
321100202,7,G3,32000,79500,3760,1794,2086
321100252,2,G5,0,17200,1625,1584,730
321100262,6,G5,900,98,1806,1757,1404
321100292,6,G4,2000,92140,10762,9332,4540
321100362,3,G5,1000,14600,1080,1006,2057
321700261,4,G5,8222,25330,2952,2409,2690
321700281,6,G3,9667,67803,7138,5625,2933
321700351,4,G4,10060,10685,6208,5153,4853
321700371,4,G5,5050,5740,3423,3176,1878
321800251,6,G1,0,1696,1649,1415,1549
321800301,3,G5,0,5550,2061,2058,1219
321800311,5,G5,2000,46274,2060,1730,1366
321800381,2,G5,0,1500,1046,1025,832
321900271,6,G2,5080,3150,5753,4688,3240
321900371,3,G5,0,1308,1480,1416,1221
322000212,1,G5,0,800,1184,1183,560
322000262,6,G4,2850,43980,2528,1786,2985
322000272,3,G5,0,6416,964,932,805
322000282,2,G5,0,14070,1824,1758,688
322100212,3,G4,2407,896,5156,4763,1229
322100232,4,G5,0,28250,9141,8259,3213
322100282,6,G4,7800,101650,14575,10973,5836
322100292,2,G5,0,43570,2489,2268,1524
322100352,2,G5,0,14200,1559,1506,922
322100362,4,G5,0,11700,5959,5642,2520
322700301,4,G3,6660,11226,6435,5388,2606
322700321,4,G5,0,9070,1816,1734,1131
322700361,4,G5,0,43318,4316,3890,1601
322800221,1,G5,0,30,560,529,617
322800311,4,G4,0,32480,10595,8499,2788
322800321,4,G5,22000,129570,8218,7687,3210
322800331,1,G5,17,5194,8478,7676,2110
322900211,2,G5,0,550,1050,1049,760
322900251,2,G5,32828,40082,5391,4539,2025
322900281,4,G4,8300,18852,4156,3547,2620
323000202,4,G5,3400,14620,5737,5019,2264
323000222,5,G3,0,22830,6211,5052,3720
323100232,6,G5,0,213578,5840,5351,2038
323700221,5,G3,2100,22205,4287,3854,1961
323800201,6,G4,2000,13120,10840,9208,4580
323800251,3,G5,0,6000,1164,1128,1491
323900221,6,G2,400,12478,5911,4060,2035
330000242,2,G5,10200,20031,929,585,1767
330000252,4,G4,3800,21408,4321,3808,2302
330000332,4,G3,7350,13626,4329,3566,1398
330000362,6,G3,3719,13836,6084,4920,3160
330000372,7,G4,5000,135740,25366,17944,4092
330100262,4,G5,0,6710,4133,3982,1622
330100382,5,G4,0,7330,4608,4177,1352
330700301,3,G5,0,19200,2357,2335,849
330700321,6,G1,11247,54730,7784,6562,2970
330700331,4,G4,4930,28387,6065,5233,2708
330700371,6,G5,1600,80609,14209,12117,4724
330700391,7,G5,0,1,1720,1344,601
330800301,6,G2,0,7082,4651,4068,1574
330900201,6,G4,36000,59631,8708,6836,2810
330900251,7,G4,13640,27110,5803,3943,3180
330900391,3,G4,2100,8710,4090,3493,1526
331000302,6,G5,0,20072,2232,1796,1194
331000312,4,G3,63500,51477,5788,1281,4904
331000382,4,G4,1400,4044,1921,1741,1820
331100202,2,G5,14837,46493,5575,5227,2341
331100212,1,G5,333,30657,1602,1471,982
331100262,7,G3,3238,119931,11271,9374,4492
331100292,4,G5,7000,8030,2040,1582,3406
331100372,6,G3,1300,24673,7946,6228,4206
331700261,6,G3,15763,42909,5999,4469,3664
331800221,5,G2,16000,44928,3667,3086,3612
331800261,4,G5,0,120,1739,1717,989
331800381,2,G5,0,1300,2694,2471,2090
331900231,6,G3,1740,2509,3605,3571,2566
331900301,6,G3,720,13558,5478,4303,2770
331900311,6,G5,14170,45868,8788,6719,3270
331900341,4,G3,0,19652,3120,2693,3309
332000242,6,G3,0,43489,6052,5453,1990
332000262,7,G4,10725,2717,5631,4842,2180
332000292,4,G5,20600,47088,6519,5099,1983
332000302,2,G5,0,1020,965,854,686
332000312,2,G5,0,4930,1274,1221,281
332100282,4,G4,0,14350,8283,7197,3440
332100312,4,G4,11800,30226,12299,10276,4945
332100322,4,G2,0,900,2947,2616,1415
332700311,2,G5,0,2840,2063,NA,1311
332800261,3,G5,0,64000,1535,1150,1020
332800311,3,G5,0,14436,3780,3564,1811
332800321,2,G5,0,2460,678,670,652
332900211,6,G4,3960,27426,6464,5144,4473
332900241,3,G4,1831,18283,2157,1799,1227
333000202,4,G5,5000,10600,1470,1142,1277
333000212,6,G3,100,22585,5277,4003,2410
333100232,5,G2,4600,26110,11261,7284,6810
333800211,3,G4,0,115,1188,1188,691
340000232,6,G4,90150,39543,10465,6968,4365
340000272,4,G5,0,4171,1830,1779,1024
340000342,4,G4,1100,2150,7259,6620,3310
340000372,6,G5,1000,39375,6536,6099,4070
340100262,4,G3,7564,18278,3780,2678,3746
340100272,1,G5,0,2443,2130,2120,1800
340100392,2,G5,0,7550,897,889,643
340700221,6,G2,55400,84956,9657,7737,4032
340700251,5,G2,1059,34358,9676,8188,4285
340900261,4,G5,50000,520432,11399,6602,6807
340900301,6,G3,12800,9473,6775,5130,2010
340900321,4,G5,0,14630,8680,8227,NA
340900341,2,G2,19360,8394,4361,3678,2672
340900381,7,G5,1800,47540,7473,5857,2325
341000222,4,G3,200,3970,5281,5097,3319
341000272,6,G5,0,61889,6793,5981,4038
341000282,1,G5,0,4600,1129,1129,594
341000322,6,G4,17780,13629,7007,5638,1740
341100362,4,G4,7400,109188,2556,1238,3454
341700231,4,G5,1400,23679,9166,8358,3039
341700261,2,G5,0,27081,2288,2185,740
341700281,5,G3,9000,23938,6016,4487,2834
341700371,1,G5,0,1050,574,554,546
341800271,4,G5,0,3242,973,872,723
341800321,7,G5,79850,151530,2733,NA,2400
341800341,7,G5,66,50234,5415,4300,3950
341800351,4,G5,0,15436,1773,1616,1055
341900381,4,G5,2000,105700,13948,13400,2266
342000302,7,G5,8000,42380,4597,3983,4671
342000372,3,G5,5500,8,5246,4935,2115
342100342,7,G1,15200,19700,9551,7327,2350
342100392,2,G5,0,7166,981,745,824
342700331,4,G5,0,5615,1860,1614,1182
342800231,2,G5,0,13786,2087,1965,1243
342900221,1,G5,0,9258,938,928,733
342900301,3,G5,0,7149,1076,1033,NA
342900331,1,G5,0,1200,604,600,254
342900381,3,G5,541,21424,4055,3312,1622
350000222,5,G3,0,12906,NA,3123,2100
350000242,1,G5,0,11100,841,832,1980
350000272,3,G4,0,10,798,787,704
350000372,5,G3,22000,NA,8945,6613,4556
350100202,5,G3,0,4300,5430,4201,2358
350100222,3,G5,0,14089,6944,6104,2786
350100262,4,G3,0,20070,5952,5609,3160
350100312,4,G5,0,14480,5764,5692,1086
350700311,2,G5,300,48508,5036,4741,1214
350700351,3,G5,0,12600,6107,5501,2058
350700361,5,G3,0,550,3361,3106,1650
350700391,6,G4,0,146812,20210,14533,4590
350800201,2,G5,200,22250,1647,1545,1061
350800231,1,G5,3700,NA,1342,1293,1091
351000202,3,G3,4400,5700,5845,5607,2140
351000222,2,G5,0,600,1165,1164,1128
351000252,6,G3,2700,88872,7744,6517,4870
351000262,2,G5,0,26758,4807,4638,2296
351000282,6,G4,0,66122,8429,6667,3990
351000312,6,G4,1880,25225,6270,5693,3280
351000382,6,G4,22000,59610,6265,NA,3230
351100252,6,G3,9840,39410,10008,8168,3130
351100272,6,G3,8000,86640,6106,5306,5300
351100302,6,G3,26900,96878,16337,13809,5476
351100312,6,G4,105300,116300,61520,51815,9300
351100352,1,G5,0,30,830,770,404
351100362,3,G5,0,30,829,828,950
351100382,4,G2,1336,11188,3071,2714,1628
351100392,2,G5,1500,NA,1362,1041,703
351700221,4,G5,1000,8648,1378,1223,547
351700341,4,G4,600,3820,910,698,1615
351700371,2,G5,0,17820,2630,2460,1026
351700381,6,G3,0,98905,23937,18865,6710
351800201,3,G5,0,21450,5048,4597,2383
351800211,5,G4,9300,27090,6536,5520,4202
351800311,1,G5,0,9570,410,403,415
351800331,2,G5,0,22150,2793,2572,1370
351800361,3,G5,0,1551,989,988,751
351900241,4,G4,0,11660,4392,1922,1778
351900331,4,G5,0,49114,4215,3716,1786
351900381,2,G5,0,170,1267,1267,790
352000272,6,G2,13600,48700,5428,4035,2730
352000282,6,G5,0,60200,4951,4381,1402
352000292,5,G3,27000,78550,7384,6016,5920
352000302,5,G2,5900,23013,9062,7739,3900
352000392,4,G5,0,35580,1822,1740,1802
352100242,6,G5,0,33400,1418,1387,886
352100312,4,G4,32500,117785,19589,17526,3810
352100372,3,G5,2000,28900,9248,8274,3880
352100382,6,G3,10919,47962,5359,4441,3485
352700231,6,G2,7900,132540,15506,11765,4005
352700241,5,G4,0,43560,6282,5573,3080
352700361,1,G5,0,8210,2241,1936,969
352700371,2,G5,2000,3510,1195,1082,558
352800211,6,G2,0,75800,9409,7582,2100
352800351,1,G5,0,2630,887,864,402
352800371,1,G5,0,1417,1014,1000,522
352900261,2,G5,27000,8075,818,787,684
352900321,6,G4,0,20310,4154,3695,2666
352900341,2,G5,0,8600,2720,2574,865
353100242,4,G2,35600,16600,5728,4883,1809
360000262,2,G5,50,164,843,842,602
360000272,7,G2,45950,122861,16750,12949,3990
360000292,6,G5,9500,45170,8691,7236,3530
360000302,5,G4,3100,25664,7830,6786,3696
360000322,3,G4,3000,8300,NA,2727,2506
360100202,3,G5,2500,19770,6639,6252,2400
360100232,4,G5,1100,33910,4852,4477,3150
360100242,4,G4,0,15280,1376,1249,1458
360100262,4,G2,0,1210,1554,1520,1170
360100292,6,G2,13000,4873,5390,4564,2603
360100342,6,G3,0,14775,5478,4979,3079
360700291,4,G4,200,35425,2940,2324,1820
360700371,2,G5,0,983,949,938,659
360700391,2,G5,5500,23842,1637,1401,718
360800261,6,G3,0,6670,3510,3139,1880
360800321,4,G5,0,16286,909,791,840
360800341,4,G3,13100,22000,6671,5308,3820
360800351,1,G5,0,9200,1364,1361,368
360900221,2,G5,1450,6090,2199,1972,1112
361000252,4,G2,0,5190,4544,4332,1800
361000302,7,G5,100,47600,6398,4184,4767
361000322,1,G5,0,76,983,978,758
361000332,6,G3,16000,NA,7666,6263,3774
361000342,7,G2,18852,13389,4734,3871,2045
361000392,2,G5,0,28691,2309,2247,628
361100232,5,G3,4700,94900,7099,5809,4040
361100262,4,G3,38700,57140,7285,4463,3408
361100292,6,G3,0,15878,4494,3914,2335
361100312,4,G3,2000,NA,4629,3625,3430
361100332,1,G5,0,6050,1103,1093,762
