id,edu,age,debt,equity,income,slack,cs
41800201,7,G3,18140,76446,10296,7563,4398
41800281,4,G5,500,3067,3071,2914,1736
41800331,4,G3,0,44525,15648,13966,4390
41900211,6,G3,0,6952,2849,2127,2042
41900311,3,G5,0,330,2549,2232,1240
42000332,2,G5,0,48634,2835,2432,1598
42000382,4,G4,2100,605,3790,3138,1674
42100332,6,G3,2000,35321,8426,6830,4504
42100372,4,G4,23000,43430,5418,4149,4438
42700311,4,G4,5950,40680,8265,6941,1888
42800331,1,G5,0,7063,649,634,603
42800341,4,G4,5000,21508,4686,3519,2927
42800391,6,G3,7300,32664,11327,9361,4060
43100312,6,G3,7690,25249,6567,5823,4013
50000232,3,G5,0,21964,3794,3695,1975
50000252,4,G4,2900,700,2991,1948,NA
50000262,2,G5,13000,2010,5709,5330,842
50100392,5,G1,4637,1473,4050,3196,2326
50700221,2,G5,30,7130,1300,1210,822
50800271,2,G5,0,94790,7509,6631,1820
50800311,6,G4,0,35540,6294,5359,3335
50800321,6,G5,0,49186,22623,17047,5380
50900241,4,G4,12600,46540,6457,5273,4168
50900291,3,G5,0,11590,3454,3245,2104
50900381,6,G4,0,36100,20159,16789,5810
51000272,6,G4,22000,21150,5406,4568,3460
51000342,4,G3,19000,14568,13342,11736,3250
51000372,3,G5,1000,41659,4466,4143,1290
51000382,4,G5,700,13467,6362,5284,3100
51100212,2,G5,0,26150,2219,2073,1902
51100232,5,G3,0,920,2778,2628,2100
51100242,3,G5,0,19550,3086,2805,1716
51100272,7,G3,22080,71620,9489,7950,3150
51100302,4,G5,0,31610,NA,4001,3452
51100352,6,G5,0,80550,2024,1983,1940
51700201,4,G3,10045,16890,18783,17503,4876
51700311,4,G4,25000,37670,9022,7683,4060
51700361,4,G3,2500,8173,7290,6470,2154
51700381,1,G5,0,70,1230,1225,569
51700391,4,G5,0,68592,12704,9403,4700
51800241,6,G4,0,210,690,NA,800
51800251,6,G4,0,48335,9130,7352,4757
51800291,4,G3,15700,8340,1580,773,3150
51800321,2,G5,200,13318,1691,1622,324
51800331,3,G5,0,16300,872,841,570
51800351,6,G3,0,34700,2808,1543,5266
51800391,2,G5,0,3060,2493,2465,930
51900281,3,G5,4000,NA,7795,6351,1980
51900311,6,G5,0,800,7051,6665,2220
51900371,6,G4,0,60520,11247,9111,3794
51900391,4,G4,8000,NA,691,512,880
52000232,5,G2,45017,100188,5778,4148,4037
52000242,4,G5,700,16000,2304,2303,2304
52000302,2,G5,0,5870,2211,2134,1064
52000352,4,G3,0,16640,6960,5592,3140
52100312,4,G3,9440,41480,10640,9136,3092
52700251,7,G4,400,24900,7499,7219,5160
52700291,2,G5,0,400,1196,1035,718
52700321,1,G5,0,3120,946,NA,704
52700361,1,G5,0,920,865,663,334
52700381,4,G4,2510,56713,9680,8679,3482
52800331,1,G5,0,3300,943,892,754
52900231,5,G2,3700,13879,10088,8548,1715
52900281,4,G4,7400,10725,1409,939,1040
53100202,6,G3,0,79050,33506,24804,5330
53100252,6,G1,0,628,1704,1684,1196
60000292,6,G4,9840,27400,6785,5795,4638
60000362,6,G4,0,98350,11564,8432,3302
60100212,4,G5,0,5210,2262,2156,1800
60100322,6,G2,13572,NA,7610,6779,4067
60100372,4,G3,12300,30048,9066,7160,5874
60700211,1,G5,500,39769,11368,9974,1916
60700341,6,G3,43000,64540,10911,8487,4424
60700351,2,G5,0,4522,1136,1119,804
60800241,5,G4,30000,176260,17182,10590,4460
60800251,4,G4,38000,31500,4547,3006,1840
60800311,6,G3,0,9250,2277,2103,2491
60800331,5,G3,9900,13680,7367,6456,3216
60900211,2,G5,700,35410,2244,2219,1095
60900231,5,G3,2600,76198,9796,7653,5400
60900351,6,G4,89600,106825,15905,10977,7344
61000222,6,G3,0,46655,7032,5912,1790
61000272,6,G3,3580,1503,12253,9282,3220
61100252,7,G3,0,21818,1663,1489,1079
61100292,2,G5,0,12170,3159,3108,1432
61700261,2,G5,0,6730,1494,1376,1460
61700321,6,G5,24750,202425,22616,17448,3502
61700351,4,G4,10800,19317,3803,2801,2484
61700381,2,G5,2000,NA,965,834,857
61800221,2,G5,2000,7000,1504,1498,1425
61800261,4,G5,200,19672,3631,3434,940
61800301,2,G5,1400,64645,7120,6166,2248
61800321,2,G5,0,50412,2792,2380,558
61800341,4,G4,1400,16649,7131,5994,5021
61800361,2,G5,0,8220,1013,1008,852
61900201,4,G5,20800,116272,3454,2532,1728
61900241,2,G5,0,500,1008,1007,364
61900301,4,G4,4000,30,2474,2257,242
62000302,1,G5,0,315,842,829,405
62000342,3,G5,2620,25294,4273,4084,1372
62100362,3,G5,5000,NA,3256,3201,1924
62100382,1,G5,0,560,678,486,468
62100392,2,G5,0,8050,1688,1429,1200
62800311,1,G5,0,3233,1106,1093,811
62800321,1,G5,0,6841,893,802,366
62900311,4,G4,2800,25576,6386,5920,2013
62900341,1,G5,0,11763,1600,1432,623
70000332,2,G5,0,550,3011,2808,1276
70000372,4,G4,3534,NA,2274,1589,1662
70000392,7,G5,43600,48665,10897,9686,1732
70700371,4,G5,500,NA,835,796,518
70700381,7,G4,4440,41410,11401,9940,3920
70900321,4,G5,7,6641,4529,4138,1930
70900361,6,G3,0,18594,5166,3842,1705
71000302,2,G5,0,337,2099,2089,1250
71100382,4,G3,2680,10350,4050,3807,2559
71700311,5,G3,7667,9229,6893,5916,3600
71900391,5,G2,30,10670,5599,5511,2490
72000302,2,G5,0,9900,1868,1825,990
72000352,3,G5,0,3630,801,763,625
72100372,6,G4,5400,16610,3404,3069,1668
72100392,3,G5,0,33822,2694,2411,1510
72800371,3,G5,1000,19560,4470,4279,2284
72900311,3,G5,0,25106,1078,1040,1246
80700371,4,G3,356,44394,5871,5152,4459
80800321,4,G5,1255,2265,2297,2092,1253
80800341,4,G3,8907,3775,3828,3345,3705
80900341,4,G5,40000,55335,1333,530,2062
80900371,4,G5,47150,96826,15374,11159,5449
80900381,2,G4,0,8080,547,538,555
81000372,2,G5,0,20,929,928,835
81000382,4,G5,50,6132,1689,NA,840
81100312,4,G3,0,28516,2406,2086,2998
81100352,1,G5,6200,43060,1585,1561,1150
81100372,4,G5,11000,46364,2512,2022,1754
81100382,4,G4,2000,34490,5633,2719,2272
81700351,6,G2,22900,16196,8478,6754,4002
81700371,6,G3,68138,62812,8498,4512,2198
81800351,4,G5,0,150,1604,1603,1220
81800371,2,G5,0,24200,1256,1186,872
81900301,6,G3,9800,10432,6617,5307,3132
81900351,4,G4,10600,20130,12518,10178,5356
81900381,4,G4,4950,23756,8453,7890,4280
82000302,4,G5,10000,33770,2332,2186,1102
82100342,1,G5,0,15055,874,855,729
82700301,4,G4,9000,17790,3267,1861,1767
82800391,1,G5,7000,6630,1334,931,764
82900311,1,G5,0,800,941,940,644
82900321,5,G3,2000,71655,9534,8115,5180
82900351,5,G4,10250,3652,4732,4505,2400
83000322,2,G5,1800,12650,4455,4099,1558
83100302,1,G5,0,4910,1610,1548,803
83100312,4,G5,1000,53100,4571,4369,2936
83100332,2,G5,0,6650,1087,1033,754
83700311,2,G5,0,500,1216,1207,1020
83800311,3,G5,0,9112,875,845,660
83900301,4,G4,4500,37755,6250,5774,6233
90000262,4,G5,0,1980,3189,3041,1694
90000292,6,G4,130,60125,4920,3848,3170
90000332,4,G2,1500,NA,2277,2014,1680
90000342,6,G3,2000,23000,7887,6596,2610
90100322,1,G5,0,3400,1230,1229,900
90100342,3,G5,13942,37468,2008,1406,3395
90100372,4,G4,20,19808,1785,1192,1210
90100382,4,G4,0,131000,12623,11307,3086
90700311,4,G2,3200,9900,5363,4770,2290
90700381,4,G5,0,31142,6603,5649,3530
90800361,6,G4,100,501700,11954,10532,4884
90900251,2,G5,0,29100,1167,1159,951
90900261,5,G2,0,33320,861,NA,3440
91100202,4,G5,6000,50688,2962,2785,1973
91100212,6,G1,15515,30195,1733,1462,1348
91100342,3,G5,700,41652,2489,2264,896
91100372,4,G5,2000,86000,NA,5209,2066
91700331,4,G4,7280,4334,4019,3382,1872
91800231,4,G4,5521,37265,2688,2024,812
91800241,4,G5,14470,52050,3302,2446,1410
91800351,4,G4,0,150,2013,1952,880
92800221,1,G5,0,1070,340,319,609
95800241,6,G3,14895,4418,5262,4208,3429
110000182,3,G5,3000,53800,3814,3248,1760
110000212,6,G2,1800,NA,807,770,761
110000242,6,G3,5286,52861,8320,7148,4920
110000282,6,G4,0,50320,17631,14388,6940
110000322,5,G1,0,8810,3049,2895,1294
110000392,6,G2,19160,67732,7547,6132,4674
110100162,2,G5,0,59720,4585,4165,2934
110100182,4,G4,2300,154840,3551,2941,2990
110100202,4,G4,1400,NA,3049,2671,2407
110100212,3,G5,2036,17197,3296,3217,1250
110100222,6,G5,0,122860,6654,5945,3957
110100242,4,G5,0,56448,9609,8902,2231
110100252,3,G5,1000,28543,3686,3422,1756
110100312,7,G2,0,11430,4135,4058,2310
110100332,6,G3,7000,25999,7187,5776,3464
110101122,6,G4,0,267520,7917,6872,2724
110700151,1,G5,1000,22100,1051,904,705
110700211,6,G5,20000,98810,4775,4287,1856
110700221,3,G4,5000,14855,9908,8793,3765
110700241,6,G2,1500,59862,10543,8193,3552
110700261,2,G5,0,10700,1138,1131,1400
110701101,2,G5,36000,75184,7274,6141,1684
110800111,7,G3,0,117239,10582,8248,5800
110800221,4,G5,4020,17622,3459,3310,1819
110800231,2,G5,0,2190,1089,1086,948
110800331,6,G5,20000,203800,6751,5915,6796
110800371,4,G3,0,17262,3399,2950,3035
110800391,3,G5,0,6440,5404,5387,755
110900241,4,G3,5750,NA,6659,5223,2548
110900331,4,G5,0,7000,497,417,1068
110900351,4,G2,1336,9984,5380,5098,2118
111000172,4,G5,25000,116400,1905,690,1260
111000202,5,G4,0,13492,4021,3704,2570
111000372,6,G2,13710,6296,4753,3433,2254
111000382,6,G2,13700,3640,4499,3869,1609
111000392,4,G3,15164,23336,3611,2844,4124
111100162,6,G1,12022,34,4819,4575,2580
111100302,4,G4,1475,20569,4456,3579,2050
111100332,6,G3,50000,91872,3126,2860,1412
111100342,4,G4,100,18880,2565,2026,1392
111100352,6,G5,50000,521000,13443,5502,3600
111100362,4,G4,1980,1258,2791,2575,2284
111700191,2,G5,0,78462,1674,1636,2340
111700341,4,G5,1000,79508,3166,2985,496
111800141,6,G3,1000,63625,13865,10587,5350
111800201,6,G5,0,42575,4534,3870,1820
111800211,6,G3,26900,21740,7377,5699,5160
111800231,6,G3,8000,81445,10357,8527,4180
111800281,2,G4,0,25474,5069,4734,1086
111800301,6,G4,35700,126690,18805,13431,8370
111900161,2,G5,0,36000,1867,1820,675
111900221,2,G5,0,30,961,957,724
111900251,4,G5,0,1900,834,834,611
111900291,6,G3,40000,49297,13728,11306,6094
111900381,4,G4,4650,6536,2350,1880,1122
112000202,6,G4,4710,17124,5465,4731,2000
112000222,5,G1,1870,1125,4339,4012,1956
112000252,3,G5,0,16208,606,499,648
112000272,2,G5,0,23800,1435,394,1760
112000352,6,G5,2000,363300,12179,7546,3470
112000362,6,G5,20000,155984,7152,6456,2765
112100112,4,G4,12450,74476,7061,6007,4040
112100122,6,G2,22040,123020,5220,4731,3380
112100222,4,G3,0,3735,7596,7473,3162
112100252,6,G3,0,10500,1859,1680,865
112100262,2,G5,500,34850,1443,1340,827
112100382,4,G2,1200,10825,5703,4864,1630
112700251,6,G2,405,4718,3498,3019,1648
112700311,6,G3,14000,93980,10837,8238,1550
112700351,6,G2,2900,NA,2892,2763,2356
112800251,7,G3,7300,7230,1448,940,877
112800261,4,G4,3000,37550,4344,3714,2265
112800391,5,G4,4700,8600,6959,6183,4210
112900101,5,G5,26000,161950,3896,2174,4165
112900181,4,G3,0,5480,3681,3378,2100
112900341,4,G3,0,92872,6588,6040,3920
112900361,4,G4,0,11223,3019,2901,2615
112900381,4,G5,258,742,2145,1986,2848
113000112,4,G5,0,52050,4429,3454,2146
113000222,3,G4,0,21548,2219,1966,1170
113000262,4,G5,31500,65770,2300,2187,2458
113000302,4,G4,0,1150,6870,6584,1920
113000382,6,G4,11400,16008,9946,8643,2120
113100102,4,G5,11540,24220,6787,6101,4839
113100152,6,G5,2700,123590,13922,10305,6810
113100182,1,G5,0,10500,767,766,522
113100212,4,G4,400,68490,10886,8836,4720
113100242,6,G4,3600,NA,1882,939,807
113100302,4,G3,40000,55700,7509,6635,5456
113100342,6,G3,0,27220,6532,5840,3662
113100392,6,G5,10000,113000,210,NA,2448
113700141,4,G5,48305,57265,5193,2873,1132
113700311,4,G4,1630,10636,7351,6586,5510
113700341,1,G5,0,7550,1355,1323,844
113700361,4,G5,0,12832,1177,1155,870
113800131,3,G5,0,3380,2330,2264,1726
113800171,7,G5,11880,8456,1976,1389,1049
113800211,4,G2,0,1071,4131,3773,2504
113800251,6,G4,44514,22338,6884,5721,2900
113800321,7,G3,1500,118300,12221,10558,6722
113900121,6,G5,0,50191,6654,6048,3188
113900241,4,G3,56748,223898,11706,7188,7790
114000332,4,G5,5718,65574,9145,7979,3054
114100102,6,G2,1000,41800,3552,2721,2049
114100162,4,G3,45,13901,6703,6354,2400
114100302,7,G2,19460,18236,11644,9713,5592
114100312,4,G4,1000,53310,3532,3213,930
114100332,3,G5,3040,22060,5352,4890,2860
114100342,4,G4,5500,78100,10475,9807,4270
114700121,3,G5,3000,31950,3745,3546,743
114700381,4,G3,36860,79142,10251,8794,4210
114800101,6,G3,2750,239250,6728,5873,2940
114800141,6,G4,1956,NA,1907,1671,1222
114800191,5,G1,0,6610,3165,2837,1502
114800301,4,G4,4890,58004,7457,6028,3919
114800331,6,G2,91500,69540,22378,18996,4080
114900171,2,G5,0,1505,474,473,342
114900381,4,G3,10600,50208,8101,6813,2343
115000132,6,G3,36000,73010,13670,10745,4852
115000162,3,G5,100,57,NA,771,720
115000312,6,G4,0,31514,2086,1442,1400
115000322,2,G5,3450,41416,2579,2291,1082
115000332,1,G5,0,43555,2288,2182,1148
115000392,4,G5,6856,25128,7362,6622,2002
115100132,5,G2,21900,6104,4042,3337,2707
115100162,6,G3,0,140470,8172,5959,5796
115100362,4,G3,500,1950,2372,1860,1726
115700171,6,G3,2000,103982,12930,11132,2840
115700181,7,G4,0,83222,14822,11314,3500
115700311,1,G5,0,653,992,991,851
