V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164
2018,10200261,P,1127.907923,,2255.111372,G2,1,2,G1,G2,G2,G2,G1,4,1,G3,2,G,9,79,G5,2,G2,2,5,G4,G4,G2,G1,G2,Q1,,Q1,G1,Q1,,Q1,Q1,,Q1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,2,723,140,0,1,442,140,582,722,662,240,200,0,120,12,40,50,663,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,80,60,150,4,,,
2018,10200371,P,2223.775062,,4515.267119,G1,1,4,G2,G2,G2,G2,G2,5,1,G4,2,G,7,55,G4,3,G3,2,1,G1,G1,G2,G2,G1,Q5,,Q5,G6,Q4,,Q4,Q5,,Q5,59022,8082,8082,7082,1000,0,50940,50000,23000,27000,0,940,940,0,0,0,500,500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,500,0,0,0,0,0,500,0,500,0,0,0,0,,,,,,0,500,0,0,0,0,0,8371,8100,271,58522,29619,1293,28000,326,0,0,0,27567,5345,780,300,2000,730,540,420,575,7397,2052,536,995,100,150,271,,,,,,,,,,,,,,,,,,,,,,1,70,150,200,4,,,
2018,10201191,P,701.0900305,,1423.938632,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,K,1,54,G4,1,G1,2,1,G1,G1,G3,G2,G1,Q5,,Q5,G6,Q5,,Q5,Q5,,Q5,222550,6050,6050,6050,0,0,216500,216000,80000,136000,0,500,500,0,0,0,121200,16200,15000,15000,0,0,0,0,0,0,15000,0,0,0,0,,,,,,15000,0,0,0,15000,0,1000,0,0,0,0,0,1000,0,1000,0,0,0,0,,,,,,1000,0,0,200,0,0,105000,3170,2200,970,101350,18180,15159,3000,21,0,0,0,12047,9200,600,500,4800,350,500,250,2200,15333,6133,2868,835,1100,360,970,,,,,,,,,,,,,,,,,,,,,,1,58,300,500,3,,,
2018,10201211,P,1140.450899,,2280.18949,G2,2,1,G1,G2,G2,G2,G2,1,,G1,1,,,83,G5,7,G4,3,2,G2,G2,G2,G1,G2,Q1,,Q1,G1,Q1,,Q1,Q1,,Q2,4516,4516,16,16,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,4516,442,0,0,22,240,180,420,441,447,280,51,0,27,20,24,45,448,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,2,,0,0,,56,4,1
2018,10201241,P,1436.605371,,2872.31346,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,C,5,41,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,G5,Q5,,Q5,Q5,,Q5,79011,13911,13911,13911,0,0,65100,62500,50000,12500,0,2600,2500,100,100,0,450,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,200,0,0,250,10000,10000,0,78561,7562,7233,0,329,0,0,0,6361,2764,600,276,600,120,360,84,724,3965,1201,541,510,60,90,0,,,,,,,,,,,,,,,,,,,,,,1,60,300,400,2,,,
2018,10201331,P,2394.075505,,4861.053887,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,46,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,G6,Q5,,Q5,Q5,,Q5,105752,6502,6502,6502,0,0,99250,99000,44000,43000,12000,250,200,50,50,0,43200,41000,38000,0,38000,0,0,0,0,0,17000,0,0,21000,0,,,,,,21000,17000,0,0,38000,0,3000,0,3000,0,0,0,0,0,3000,0,0,0,0,,,,,,0,3000,0,0,0,0,2200,1521,150,1371,62552,10867,7197,1369,2301,0,0,0,8441,4570,600,400,2000,250,250,300,770,6996,2426,416,639,0,0,1371,,,,,,,,,,,,,,,,,,,,,,1,60,300,350,2,,,
2018,10201361,P,2374.358583,,4821.019637,G1,2,2,G2,G2,G2,G2,G1,5,1,G4,2,P,4,65,G5,3,G3,3,3,G3,G3,G1,G2,G1,Q2,,Q2,G2,Q4,,Q4,Q3,,Q3,50000,8400,6400,1400,5000,2000,41600,37000,0,37000,0,4600,600,4000,1500,2500,30200,200,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,200,0,0,30000,3490,3400,90,19800,2221,0,2000,1,220,0,220,1969,2500,600,120,120,240,240,240,940,2752,252,57,55,0,50,90,,,,,,,,,,,,,,,,,,,,,,1,70,200,300,3,,,
2018,10202191,P,2450.840354,,4977.743382,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,,,53,G4,7,G4,2,1,G1,G1,G2,G1,G1,Q4,,Q4,G4,Q3,,Q3,Q3,,Q3,27540,2690,2690,2690,0,0,24850,24600,24600,0,0,250,250,0,0,0,10250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,250,0,0,10000,0,0,0,17290,5626,4800,0,826,0,0,0,4846,3792,950,300,1300,50,300,60,832,4572,780,132,498,150,0,0,,,,,,,,,,,,,,,,,,,,,,1,65,220,300,5,,,
2018,10202311,P,1565.876127,,3179.435327,G1,2,3,G2,G2,G1,G2,G2,4,1,G3,2,M,3,46,G3,1,G1,4,3,G3,G3,G1,G2,G1,Q1,,Q1,G2,Q1,,Q1,Q1,,Q1,1657,1657,182,182,0,1475,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,50,0,0,0,400,400,0,1607,1100,818,21,21,240,0,240,1011,1646,270,230,420,10,170,216,330,1735,89,4,85,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,70,200,200,4,,,
2018,10203171,P,1611.086537,,3272.1737,G1,2,1,G1,G2,G2,G2,G2,3,1,G2,1,G,5,70,G5,3,G3,3,1,G1,G1,G3,G1,G1,Q2,,Q2,G3,Q5,,Q5,Q5,,Q5,64304,3304,3304,3304,0,0,61000,61000,61000,0,0,0,0,0,0,0,2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,2800,0,0,0,61504,3194,0,1200,1609,285,100,385,2984,756,240,108,0,36,12,60,300,966,210,44,166,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,76,100,150,3,,,
2018,10204131,P,1809.026192,,3673.13971,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,N,5,37,G2,1,G1,2,1,G1,G1,G2,G2,G1,Q3,,Q3,G3,Q3,,Q3,Q2,,Q2,29845,2356,2356,2356,0,0,27489,27000,27000,0,0,489,300,189,189,0,16810,16810,16000,16000,0,0,0,0,0,0,16000,0,0,0,0,,,,,,16000,0,0,0,16000,0,760,0,0,0,0,0,760,0,760,0,0,0,0,,,,,,760,0,0,50,0,0,0,1672,1240,432,13035,4173,3940,16,2,215,0,215,3354,2644,950,240,360,120,300,144,530,3463,819,41,306,40,0,432,,,,,,,,,,,,,,,,,,,,,,1,65,240,300,5,,,
2018,10300121,P,656.9316341,,1334.251368,G1,2,3,G2,G2,G2,G2,G2,7,1,G4,2,P,2,30,G2,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,G5,Q3,,Q4,Q2,,Q2,33555,205,205,205,0,0,33350,33000,33000,0,0,350,350,0,0,0,20340,20340,20000,20000,0,0,0,0,0,0,20000,0,0,0,0,,,,,,20000,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,340,0,0,0,180,0,180,13215,7537,6564,0,255,718,0,718,6323,1722,840,384,0,70,150,168,110,2936,1214,329,705,0,0,180,,,,,,,,,,,,,,,,,,,,,,1,63,200,350,3,,,
2018,10300351,F,1774.667684,3531.755222,,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,J,2,38,G2,1,G1,2,2,G2,G2,G3,G2,G2,Q3,Q3,,G3,Q3,Q3,,Q3,Q3,,24050,23050,3050,3050,0,20000,1000,0,0,0,0,1000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24050,3846,3570,0,1,275,0,275,3518,,,,,,,,,328,328,54,274,0,0,0,1,5,1,2,2,2,,,1,2,,,,,,,,,,,,,,,,,,,
2018,10400111,P,1055.743412,,2144.252183,G1,2,2,G2,G2,G2,G2,G2,7,3,G4,2,P,2,34,G2,4,G3,2,2,G2,G2,G1,G3,G1,Q2,,Q2,G2,Q2,,Q2,Q2,,Q2,16321,16321,1321,1321,0,15000,0,0,0,0,0,0,0,0,0,0,7500,7500,7500,0,0,7500,0,0,0,0,7500,0,0,0,0,,,,,,0,0,0,7500,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,1116,900,216,8821,2472,1200,1200,14,58,0,58,1775,1450,400,360,0,30,240,240,180,2147,697,15,66,400,0,216,,,,,,,,,,,,,,,,,,,,,,1,70,200,200,5,,,
2018,10400151,F,1228.449854,2420.65061,,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,F,7,39,G2,1,G1,2,2,G2,G2,G4,G2,G1,Q2,Q2,,G3,Q4,Q4,,Q4,Q4,,36440,31791,3791,2741,1050,28000,4649,0,0,0,0,4649,4220,429,429,0,1700,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700,0,0,1700,0,0,0,0,1700,0,0,0,0,0,1700,0,0,0,1700,0,0,0,0,0,0,2410,2300,110,34740,3381,3244,1,11,125,0,125,2465,,,,,,,,,916,916,57,339,290,120,110,2,1,1,1,3,1,1,2,,3,4,1,1,2,,,1,30,,,1,,,,,,,,
2018,10400181,P,1190.690027,,2282.666329,G2,1,3,G2,G2,G2,G2,G2,7,1,G4,2,,,49,G3,7,G4,2,1,G1,G1,G4,G1,G1,Q1,,Q1,G2,Q5,,Q5,Q5,,Q5,145405,17805,17805,17805,0,0,127600,127000,99000,28000,0,600,100,500,500,0,2500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1500,0,0,1000,0,0,0,142905,1149,0,0,1103,46,0,46,866,2160,700,300,60,50,450,120,480,2443,283,65,118,0,100,0,,,,,,,,,,,,,,,,,,,,,,1,60,300,400,2,,,
2018,10400311,F,421.4516247,830.4670546,,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,K,3,36,G2,1,G1,2,2,G2,G2,G2,G2,G1,Q5,Q5,,G6,Q5,Q5,,Q5,Q5,,87050,63050,19050,5050,14000,44000,24000,21000,0,21000,0,3000,3000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,85050,11135,9933,0,1202,0,0,0,9726,,,,,,,,,1409,1409,579,730,100,0,0,1,1,3,2,3,1,2,2,,3,1,,,,,,,,,,,,,,,,,,
2018,10500141,F,3190.766899,6285.488062,,G1,1,6,G2,G2,G2,G2,G2,6,1,G4,2,C,3,55,G4,1,G1,2,2,G2,G2,G2,G4,G1,Q4,Q4,,G5,Q4,Q4,,Q4,Q4,,48851,10601,1601,1601,0,9000,38250,3000,0,3000,0,35250,7250,28000,28000,0,15110,15110,4350,0,0,4350,0,0,0,0,4350,0,0,0,0,0,0,4350,0,0,0,0,0,4350,0,4350,4500,0,0,4500,0,0,0,0,4500,0,0,0,0,0,0,4500,0,0,4500,0,0,6260,0,0,0,720,572,148,33741,8206,8203,0,3,0,0,0,7103,,,,,,,,,1103,1103,286,669,0,0,148,1,5,1,2,3,1,3,3,,1,,2,,1,5,2,2,,1,1,2,,,,,,,,
2018,10500151,F,1697.821471,3344.536572,,G1,2,2,G2,G2,G2,G2,G2,3,1,G2,2,,,63,G5,7,G4,3,1,G1,G1,G2,G2,G1,Q2,Q2,,G2,Q5,Q5,,Q5,Q5,,82700,10700,10700,10700,0,0,72000,72000,27000,45000,0,0,0,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0,0,0,75700,2902,600,0,2075,227,0,227,2667,,,,,,,,,235,235,79,156,0,0,0,1,2,1,2,3,2,,,5,2,,,,,,,,,,,,,,,,,,,
2018,10500161,F,1666.323414,3282.488586,,G1,1,2,G1,G2,G2,G2,G1,6,3,G3,2,,,83,G5,7,G4,2,1,G1,G1,G2,G1,G1,Q1,Q1,,G1,Q2,Q2,,Q3,Q3,,18080,680,680,680,0,0,17400,17000,17000,0,0,400,400,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17980,799,0,0,197,562,40,602,743,,,,,,,,,56,56,56,0,0,0,0,1,2,1,2,4,2,,,4,2,,,,,,,,,,,,,,,,,,,
2018,10500171,P,2095.634564,,4256.307868,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,C,5,56,G4,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,G4,Q4,,Q4,Q3,,Q3,37140,1890,1890,1890,0,0,35250,35000,35000,0,0,250,200,50,50,0,14050,14050,14000,14000,0,0,0,0,0,0,14000,0,0,0,0,,,,,,14000,0,0,0,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,50,0,0,0,1804,1356,448,23090,6341,6139,0,202,0,0,0,5425,2980,600,240,1000,0,360,240,540,3896,916,68,400,0,0,448,,,,,,,,,,,,,,,,,,,,,,1,65,150,200,4,,,
2018,10500181,P,2719.113926,,5522.61649,G1,1,5,G2,G2,G2,G2,G2,6,1,G4,2,P,1,55,G4,1,G1,2,1,G1,G1,G3,G2,G1,Q3,,Q3,G3,Q5,,Q5,Q5,,Q5,118545,32845,32845,32845,0,0,85700,81500,36000,45500,0,4200,3500,700,700,0,23500,23500,23500,23500,0,0,0,0,0,0,23500,0,0,0,0,,,,,,23500,0,0,0,23500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,4500,3800,700,95045,3990,3446,186,111,247,0,247,2833,4670,1200,350,0,180,550,420,1970,5827,1157,222,235,0,0,700,,,,,,,,,,,,,,,,,,,,,,1,64,300,350,3,,,
2018,10500191,P,1113.482441,,2261.522193,G1,1,3,G2,G2,G2,G2,G2,4,1,G3,2,,,68,G5,7,G4,2,1,G1,G1,G2,G3,G1,Q2,,Q2,G3,Q5,,Q5,Q5,,Q5,68380,3380,3380,3380,0,0,65000,65000,45000,20000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,10000,0,0,0,58380,3483,1620,1303,67,493,0,493,2938,1850,840,360,0,50,120,120,360,2395,545,51,484,10,0,0,,,,,,,,,,,,,,,,,,,,,,2,,0,0,,58,3,2
2018,10501201,F,1033.112655,2066.870981,,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,,,65,G5,7,G4,2,3,G3,G3,G2,G1,G2,Q3,Q3,,G3,Q1,Q1,,Q1,Q1,,980,980,480,480,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,980,4350,4348,2,0,0,0,0,4179,,,,,,,,,171,171,22,89,0,60,0,2,1,1,1,2,1,1,2,,2,,,,,,,,,,,,,,,,,,,
2018,10501211,P,1810.646897,,3620.162889,G2,1,4,G2,G2,G2,G2,G1,4,1,G3,2,A,6,55,G4,2,G2,2,1,G1,G1,G2,G2,G1,Q4,,Q4,G4,Q5,,Q5,Q5,,Q5,66870,1170,1170,1170,0,0,65700,62000,12000,50000,0,3700,3700,0,0,0,7760,7760,4760,4760,0,0,0,0,0,0,4760,0,0,0,0,,,,,,4760,0,0,0,4760,0,3000,0,0,0,0,0,3000,0,3000,0,0,0,0,,,,,,0,3000,0,0,0,0,0,580,240,340,59110,5803,5712,0,91,0,0,0,4626,3526,960,216,1200,120,480,320,230,4703,1177,97,290,360,90,340,,,,,,,,,,,,,,,,,,,,,,1,65,200,250,4,,,
2018,10501221,P,1615.294683,,3229.580476,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,F,1,45,G3,1,G1,2,3,G3,G2,G2,G2,G1,Q1,,Q1,G2,Q2,,Q2,Q2,,Q2,9188,8888,2888,2888,0,6000,300,0,0,0,0,300,0,300,300,0,4137,4137,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,137,0,4000,0,30,30,0,5051,1730,1619,0,0,111,0,111,1581,1765,500,240,240,400,60,85,240,1914,149,1,148,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,70,150,200,4,,,
2018,10501231,P,1596.505051,,3192.012947,G2,1,4,G2,G2,G2,G2,G2,6,1,G4,2,O,4,49,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q5,,Q5,G5,Q5,,Q5,Q4,,Q4,65488,10588,10588,9488,1100,0,54900,52000,25000,27000,0,2900,2900,0,0,0,15390,14390,13900,7700,6200,0,0,0,0,0,11000,0,0,0,2900,,,,,,7700,6200,0,0,13900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,490,0,0,1000,3057,2630,427,50098,9753,6973,2000,780,0,0,0,8119,5694,2000,350,1440,120,300,240,1244,7328,1634,372,835,0,0,427,,,,,,,,,,,,,,,,,,,,,,1,58,200,300,1,,,
2018,10501241,F,1083.435398,2167.547917,,G2,1,3,G2,G2,G2,G2,G2,4,1,G3,2,C,8,64,G5,3,G3,2,1,G1,G1,G3,G1,G1,Q5,Q5,,G6,Q5,Q5,,Q4,Q4,,63532,25532,25532,20532,5000,0,38000,25000,15000,10000,0,13000,3000,10000,10000,0,20100,13000,3000,0,0,0,0,3000,0,0,3000,0,0,0,0,0,0,0,3000,0,0,3000,0,0,3000,0,10000,0,0,0,0,10000,0,0,10000,0,0,0,0,10000,0,0,0,0,10000,0,0,0,0,0,7100,10708,10000,708,43432,13574,2380,9600,19,1575,0,1575,10572,,,,,,,,,3002,3002,1021,237,760,276,708,2,10,1,4,2,1,4,5,,1,,1,1,2,,,1,30,,,1,,,,,,,,
2018,10501271,F,1342.287259,2685.413416,,G2,1,2,G2,G2,G2,G2,G2,4,1,G3,2,I,5,61,G5,3,G3,2,1,G1,G1,G3,G2,G2,Q3,Q3,,G3,Q4,Q4,,Q4,Q4,,38978,3378,3378,1378,2000,0,35600,29500,24000,5500,0,6100,5000,1100,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102,3000,102,38978,3600,0,3000,600,0,0,0,2473,,,,,,,,,1127,1127,295,610,20,100,102,1,2,2,2,2,2,,,1,2,,,,,,,,,,,,,,,,,,,
2018,10501281,F,1193.125545,2386.996764,,G2,1,4,G2,G2,G2,G2,G2,4,1,G3,2,F,9,65,G5,2,G2,2,1,G1,G1,G2,G3,G1,Q4,Q4,,G4,Q3,Q3,,Q2,Q2,,23984,4984,4984,4984,0,0,19000,19000,19000,0,0,0,0,0,0,0,10860,10860,10860,10860,0,0,0,0,0,0,10860,0,0,0,0,0,0,10860,0,0,10860,0,0,0,10860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,1060,340,13124,5827,4984,0,3,0,840,840,5146,,,,,,,,,681,681,43,298,0,0,340,3,3,1,2,3,2,,,4,1,,1,1,2,,,2,,2,,1,,,,,,,,
2018,10503301,F,1870.983173,3686.757374,,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,F,3,47,G3,1,G1,2,2,G2,G2,G3,G3,G1,Q3,Q3,,G4,Q4,Q4,,Q4,Q4,,48300,32600,17600,17600,0,15000,15700,15000,0,0,15000,700,700,0,0,0,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,12000,0,0,0,0,0,12000,0,0,0,0,12000,0,0,0,0,12000,0,0,0,0,0,0,0,0,0,36300,5372,4987,0,385,0,0,0,4943,,,,,,,,,429,429,35,344,50,0,0,1,2,1,2,3,1,3,2,,2,,2,,2,,,2,,2,,1,,,,,,,,
2018,10503311,F,777.2454941,1531.556028,,G1,1,3,G2,G2,G2,G2,G2,6,1,G4,2,F,1,36,G2,1,G1,2,1,G1,G1,G3,G2,G1,Q2,Q2,,G2,Q3,Q3,,Q3,Q3,,30768,3768,3768,3768,0,0,27000,24000,24000,0,0,3000,3000,0,0,0,12000,12000,12000,12000,0,0,0,0,0,0,12000,0,0,0,0,12000,0,0,0,0,12000,0,0,0,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,18768,2144,1863,0,11,270,0,270,1870,,,,,,,,,274,274,37,207,0,0,30,3,2,1,2,3,2,,,4,1,,3,,2,,,2,,2,,2,,,,,,,,
2018,10503331,F,2011.695951,3964.030777,,G1,2,2,G2,G2,G2,G2,G2,2,1,G1,2,,,72,G5,7,G4,3,3,G3,G3,G1,G2,G2,Q2,Q2,,G2,Q1,Q1,,Q1,Q1,,1550,1550,550,550,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,2402,1335,0,0,247,820,1067,2201,,,,,,,,,201,201,11,90,40,60,0,2,4,1,2,2,1,1,2,,2,,,,,,,,,,,,,,,,,,,
2018,10503341,F,1911.880393,3767.345018,,G1,1,4,G2,G2,G2,G2,G2,6,1,G4,2,F,1,50,G4,1,G1,2,1,G1,G1,G2,G2,G1,Q4,Q4,,G5,Q4,Q4,,Q2,Q2,,43590,590,590,590,0,0,43000,43000,43000,0,0,0,0,0,0,0,35440,35440,31750,31750,0,0,0,0,0,0,31750,0,0,0,0,0,0,31750,0,0,31750,0,0,0,31750,0,3640,3640,0,0,0,0,0,0,1340,2300,0,0,0,0,0,3640,0,0,3640,0,0,50,0,0,0,784,530,254,8150,8438,7714,633,91,0,0,0,7267,,,,,,,,,1171,1171,342,575,0,0,254,3,6,1,2,2,1,5,5,,1,,3,,2,,,3,,1,1,3,,,,,,,,
2018,10503361,P,2345.745082,,4762.921314,G1,1,4,G2,G2,G2,G2,G2,4,1,G3,2,M,4,41,G3,1,G1,2,1,G1,G1,G2,G2,G1,Q4,,Q4,G5,Q5,,Q5,Q3,,Q3,67343,10143,10143,10143,0,0,57200,54000,36000,0,18000,3200,3200,0,0,0,52614,52614,47614,30000,0,0,0,0,0,17614,0,0,0,47614,0,,,,,,47614,0,0,0,47614,0,5000,0,0,0,0,0,0,5000,5000,0,0,0,0,,,,,,5000,0,0,0,0,0,0,862,450,412,14729,7434,7406,0,28,0,0,0,6025,3030,800,260,1200,50,300,190,230,4439,1409,295,478,200,24,412,,,,,,,,,,,,,,,,,,,,,,1,55,150,300,3,,,
2018,10503391,F,685.5805694,1350.931027,,G1,1,2,G1,G2,G2,G2,G2,6,1,G4,2,U,2,69,G5,1,G1,2,1,G1,G1,G4,G2,G1,Q5,Q5,,G5,Q5,Q5,,Q5,Q5,,193671,16900,16900,16900,0,0,176771,160000,30000,130000,0,16771,1600,15171,5171,10000,54000,54000,47000,19000,0,0,0,28000,0,0,47000,0,0,0,0,28000,0,19000,0,0,19000,28000,0,0,47000,0,7000,0,0,0,0,0,7000,0,7000,0,0,0,0,0,0,0,0,7000,0,7000,0,0,0,0,0,500,500,0,139671,9420,6127,1500,126,1667,0,1667,8233,,,,,,,,,1187,1187,755,432,0,0,0,3,2,1,2,1,2,,,1,2,,2,,2,,,3,,1,2,1,,,,,,,,
2018,10600121,F,1840.343103,3625.28977,,G1,1,1,G1,G2,G2,G2,G2,5,1,G4,1,N,9,69,G5,1,G1,4,4,G3,G3,G1,G3,G2,Q2,Q2,,G2,Q1,Q1,,Q1,Q1,,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1204,1150,54,30,1977,883,0,0,1094,0,1094,1865,,,,,,,,,112,112,1,57,0,0,54,3,6,1,2,2,1,1,2,,1,,,,,,,,,,,,,,,,,,,
2018,10600141,F,1564.343924,3081.599305,,G1,1,4,G2,G2,G2,G2,G1,4,1,G3,2,G,5,64,G5,4,G3,2,1,G1,G1,G2,G1,G1,Q3,Q3,,G3,Q4,Q4,,Q4,Q4,,34350,7850,7850,7850,0,0,26500,25000,25000,0,0,1500,500,1000,0,1000,4000,4000,3500,3500,0,0,0,0,0,0,3500,0,0,0,0,0,0,3500,0,0,3500,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,1668,1512,156,30350,4768,1200,3000,27,541,0,541,3195,,,,,,,,,1573,1573,312,933,100,72,156,3,2,1,2,1,1,6,2,,3,1,3,,2,,,2,,1,3,2,,,,,,,,
